taskCode,taskName,description,estimatedHours,deadline,priority,dependencies,requiredSkills,kpiImpacts
TASK_45,MSRCPSP task 45,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 45,36,,MEDIUM,,Q0:4,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.03703704"
TASK_46,MSRCPSP task 46,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 46,32,,MEDIUM,"TASK_32,TASK_10,TASK_15",Q5:3,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.04761905"
TASK_47,MSRCPSP task 47,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 47,38,,MEDIUM,TASK_17,Q5:1,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.04761905"
TASK_48,MSRCPSP task 48,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 48,22,,MEDIUM,,Q4:2,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_49,MSRCPSP task 49,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 49,10,,MEDIUM,TASK_6,Q8:4,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.03225806"
TASK_50,MSRCPSP task 50,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 50,26,,MEDIUM,,Q0:1,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.03703704"
TASK_51,MSRCPSP task 51,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 51,31,,MEDIUM,"TASK_3,TASK_37,TASK_17",Q5:3,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.04761905"
TASK_52,MSRCPSP task 52,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 52,24,,MEDIUM,TASK_17,Q3:1,"PROJECT_COMPLETION:0.00500000,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_53,MSRCPSP task 53,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 53,26,,MEDIUM,TASK_29,Q3:2,"PROJECT_COMPLETION:0.00500000,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_54,MSRCPSP task 54,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 54,21,,MEDIUM,,Q3:1,"PROJECT_COMPLETION:0.00500000,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_55,MSRCPSP task 55,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 55,39,,MEDIUM,,Q3:3,"PROJECT_COMPLETION:0.00500000,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_56,MSRCPSP task 56,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 56,38,,MEDIUM,TASK_42,Q7:4,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.04166667"
TASK_57,MSRCPSP task 57,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 57,39,,MEDIUM,TASK_55,Q6:3,"PROJECT_COMPLETION:0.00500000,Q6_DELIVERY_COMPLETION:0.06250000"
TASK_58,MSRCPSP task 58,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 58,31,,MEDIUM,"TASK_13,TASK_11",Q8:3,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.03225806"
TASK_59,MSRCPSP task 59,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 59,22,,MEDIUM,"TASK_18,TASK_39,TASK_40",Q5:4,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.04761905"
TASK_60,MSRCPSP task 60,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 60,33,,MEDIUM,"TASK_58,TASK_5",Q8:3,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.03225806"
TASK_61,MSRCPSP task 61,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 61,16,,MEDIUM,TASK_16,Q7:1,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.04166667"
TASK_62,MSRCPSP task 62,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 62,28,,MEDIUM,"TASK_59,TASK_34",Q1:3,"PROJECT_COMPLETION:0.00500000,Q1_DELIVERY_COMPLETION:0.11111111"
TASK_63,MSRCPSP task 63,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 63,13,,MEDIUM,"TASK_2,TASK_8",Q7:3,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.04166667"
TASK_64,MSRCPSP task 64,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 64,15,,MEDIUM,"TASK_51,TASK_33,TASK_61,TASK_58",Q4:2,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_65,MSRCPSP task 65,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 65,21,,MEDIUM,"TASK_64,TASK_40,TASK_17,TASK_4",Q8:2,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.03225806"
TASK_66,MSRCPSP task 66,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 66,9,,MEDIUM,,Q0:2,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.03703704"
TASK_67,MSRCPSP task 67,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 67,13,,MEDIUM,"TASK_46,TASK_40,TASK_49,TASK_13,TASK_64",Q3:1,"PROJECT_COMPLETION:0.00500000,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_68,MSRCPSP task 68,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 68,24,,MEDIUM,"TASK_40,TASK_50",Q4:1,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_69,MSRCPSP task 69,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 69,11,,MEDIUM,"TASK_23,TASK_11,TASK_64,TASK_21",Q9:4,"PROJECT_COMPLETION:0.00500000,Q9_DELIVERY_COMPLETION:0.06250000"
TASK_70,MSRCPSP task 70,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 70,10,,MEDIUM,"TASK_3,TASK_37,TASK_5",Q9:1,"PROJECT_COMPLETION:0.00500000,Q9_DELIVERY_COMPLETION:0.06250000"
TASK_71,MSRCPSP task 71,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 71,25,,MEDIUM,"TASK_61,TASK_60,TASK_32,TASK_65",Q0:1,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.03703704"
TASK_72,MSRCPSP task 72,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 72,12,,MEDIUM,TASK_55,Q3:1,"PROJECT_COMPLETION:0.00500000,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_73,MSRCPSP task 73,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 73,40,,MEDIUM,TASK_60,Q6:3,"PROJECT_COMPLETION:0.00500000,Q6_DELIVERY_COMPLETION:0.06250000"
TASK_74,MSRCPSP task 74,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 74,12,,MEDIUM,"TASK_35,TASK_16,TASK_38,TASK_67",Q6:3,"PROJECT_COMPLETION:0.00500000,Q6_DELIVERY_COMPLETION:0.06250000"
TASK_75,MSRCPSP task 75,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 75,25,,MEDIUM,,Q8:1,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.03225806"
TASK_76,MSRCPSP task 76,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 76,25,,MEDIUM,"TASK_16,TASK_58,TASK_34",Q8:3,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.03225806"
TASK_77,MSRCPSP task 77,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 77,22,,MEDIUM,"TASK_4,TASK_22",Q2:3,"PROJECT_COMPLETION:0.00500000,Q2_DELIVERY_COMPLETION:0.10000000"
TASK_78,MSRCPSP task 78,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 78,17,,MEDIUM,TASK_69,Q5:2,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.04761905"
TASK_79,MSRCPSP task 79,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 79,33,,MEDIUM,"TASK_51,TASK_70",Q8:3,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.03225806"
TASK_80,MSRCPSP task 80,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 80,25,,MEDIUM,,Q6:3,"PROJECT_COMPLETION:0.00500000,Q6_DELIVERY_COMPLETION:0.06250000"
TASK_81,MSRCPSP task 81,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 81,22,,MEDIUM,"TASK_60,TASK_26",Q8:4,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.03225806"
TASK_82,MSRCPSP task 82,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 82,12,,MEDIUM,"TASK_10,TASK_55,TASK_56",Q5:1,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.04761905"
TASK_83,MSRCPSP task 83,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 83,38,,MEDIUM,"TASK_51,TASK_74",Q2:3,"PROJECT_COMPLETION:0.00500000,Q2_DELIVERY_COMPLETION:0.10000000"
TASK_84,MSRCPSP task 84,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 84,12,,MEDIUM,"TASK_78,TASK_35,TASK_24",Q1:2,"PROJECT_COMPLETION:0.00500000,Q1_DELIVERY_COMPLETION:0.11111111"
TASK_85,MSRCPSP task 85,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 85,40,,MEDIUM,"TASK_46,TASK_10,TASK_24,TASK_6,TASK_9",Q0:3,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.03703704"
TASK_86,MSRCPSP task 86,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 86,20,,MEDIUM,TASK_43,Q6:2,"PROJECT_COMPLETION:0.00500000,Q6_DELIVERY_COMPLETION:0.06250000"
TASK_87,MSRCPSP task 87,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 87,40,,MEDIUM,TASK_2,Q4:1,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_88,MSRCPSP task 88,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 88,29,,MEDIUM,"TASK_46,TASK_24,TASK_6,TASK_17,TASK_27",Q0:3,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.03703704"
TASK_89,MSRCPSP task 89,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 89,23,,MEDIUM,"TASK_84,TASK_33,TASK_25,TASK_22",Q5:3,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.04761905"
TASK_90,MSRCPSP task 90,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 90,9,,MEDIUM,TASK_76,Q4:4,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_91,MSRCPSP task 91,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 91,22,,MEDIUM,TASK_58,Q7:2,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.04166667"
TASK_92,MSRCPSP task 92,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 92,23,,MEDIUM,TASK_20,Q8:4,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.03225806"
TASK_93,MSRCPSP task 93,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 93,34,,MEDIUM,"TASK_51,TASK_43,TASK_63,TASK_86,TASK_38,TASK_76",Q7:2,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.04166667"
TASK_94,MSRCPSP task 94,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 94,31,,MEDIUM,"TASK_57,TASK_43,TASK_41,TASK_45",Q7:4,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.04166667"
TASK_95,MSRCPSP task 95,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 95,23,,MEDIUM,,Q0:3,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.03703704"
TASK_96,MSRCPSP task 96,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 96,27,,MEDIUM,,Q8:4,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.03225806"
TASK_97,MSRCPSP task 97,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 97,32,,MEDIUM,"TASK_67,TASK_12,TASK_38",Q8:3,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.03225806"
TASK_98,MSRCPSP task 98,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 98,11,,MEDIUM,"TASK_46,TASK_17,TASK_22,TASK_52",Q4:1,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_99,MSRCPSP task 99,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 99,11,,MEDIUM,"TASK_70,TASK_15",Q4:1,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_100,MSRCPSP task 100,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 100,34,,MEDIUM,TASK_22,Q8:1,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.03225806"
TASK_101,MSRCPSP task 101,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 101,18,,MEDIUM,TASK_85,Q7:3,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.04166667"
TASK_102,MSRCPSP task 102,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 102,20,,MEDIUM,"TASK_30,TASK_93",Q7:4,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.04166667"
TASK_103,MSRCPSP task 103,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 103,12,,MEDIUM,"TASK_92,TASK_76",Q3:4,"PROJECT_COMPLETION:0.00500000,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_104,MSRCPSP task 104,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 104,12,,MEDIUM,,Q4:2,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_105,MSRCPSP task 105,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 105,35,,MEDIUM,"TASK_17,TASK_47,TASK_15,TASK_69,TASK_20",Q9:1,"PROJECT_COMPLETION:0.00500000,Q9_DELIVERY_COMPLETION:0.06250000"
TASK_106,MSRCPSP task 106,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 106,21,,MEDIUM,TASK_77,Q8:4,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.03225806"
TASK_107,MSRCPSP task 107,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 107,39,,MEDIUM,"TASK_11,TASK_23,TASK_20,TASK_65,TASK_62",Q7:2,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.04166667"
TASK_108,MSRCPSP task 108,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 108,29,,MEDIUM,"TASK_9,TASK_61,TASK_26,TASK_74",Q0:2,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.03703704"
TASK_109,MSRCPSP task 109,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 109,17,,MEDIUM,"TASK_61,TASK_24",Q8:1,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.03225806"
TASK_110,MSRCPSP task 110,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 110,27,,MEDIUM,"TASK_17,TASK_9,TASK_1",Q4:2,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_111,MSRCPSP task 111,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 111,34,,MEDIUM,"TASK_5,TASK_8,TASK_85",Q7:4,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.04166667"
TASK_112,MSRCPSP task 112,Source rawdata/MSRCPSP/GenRegular/200_20_512_10_A.def task 112,10,,MEDIUM,"TASK_4,TASK_66",Q5:1,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.04761905"
