"taskCode","taskName","description","estimatedHours","deadline","priority","dependencies","requiredSkills","kpiImpacts"
"TASK_36","MSRCPSP task 36","Source 100_5_20_9_D3.def task 36","23","","MEDIUM","","Q1:3","PROJECT_COMPLETION:0.01282051,Q1_DELIVERY_COMPLETION:0.07692308"
"TASK_37","MSRCPSP task 37","Source 100_5_20_9_D3.def task 37","26","","MEDIUM","TASK_24,TASK_35","Q3:3","PROJECT_COMPLETION:0.01282051,Q3_DELIVERY_COMPLETION:0.0625"
"TASK_38","MSRCPSP task 38","Source 100_5_20_9_D3.def task 38","13","","MEDIUM","","Q6:2","PROJECT_COMPLETION:0.01282051,Q6_DELIVERY_COMPLETION:0.07692308"
"TASK_39","MSRCPSP task 39","Source 100_5_20_9_D3.def task 39","20","","MEDIUM","","Q3:2","PROJECT_COMPLETION:0.01282051,Q3_DELIVERY_COMPLETION:0.0625"
"TASK_40","MSRCPSP task 40","Source 100_5_20_9_D3.def task 40","13","","MEDIUM","TASK_34","Q8:2","PROJECT_COMPLETION:0.01282051,Q8_DELIVERY_COMPLETION:0.16666667"
"TASK_41","MSRCPSP task 41","Source 100_5_20_9_D3.def task 41","32","","MEDIUM","","Q2:2","PROJECT_COMPLETION:0.01282051,Q2_DELIVERY_COMPLETION:0.07692308"
"TASK_42","MSRCPSP task 42","Source 100_5_20_9_D3.def task 42","17","","MEDIUM","","Q8:3","PROJECT_COMPLETION:0.01282051,Q8_DELIVERY_COMPLETION:0.16666667"
"TASK_43","MSRCPSP task 43","Source 100_5_20_9_D3.def task 43","37","","MEDIUM","","Q3:2","PROJECT_COMPLETION:0.01282051,Q3_DELIVERY_COMPLETION:0.0625"
"TASK_44","MSRCPSP task 44","Source 100_5_20_9_D3.def task 44","20","","MEDIUM","","Q2:2","PROJECT_COMPLETION:0.01282051,Q2_DELIVERY_COMPLETION:0.07692308"
"TASK_45","MSRCPSP task 45","Source 100_5_20_9_D3.def task 45","26","","MEDIUM","","Q0:2","PROJECT_COMPLETION:0.01282051,Q0_DELIVERY_COMPLETION:0.14285714"
"TASK_46","MSRCPSP task 46","Source 100_5_20_9_D3.def task 46","10","","MEDIUM","","Q2:3","PROJECT_COMPLETION:0.01282051,Q2_DELIVERY_COMPLETION:0.07692308"
"TASK_47","MSRCPSP task 47","Source 100_5_20_9_D3.def task 47","30","","MEDIUM","","Q0:2","PROJECT_COMPLETION:0.01282051,Q0_DELIVERY_COMPLETION:0.14285714"
"TASK_48","MSRCPSP task 48","Source 100_5_20_9_D3.def task 48","37","","MEDIUM","","Q8:3","PROJECT_COMPLETION:0.01282051,Q8_DELIVERY_COMPLETION:0.16666667"
"TASK_49","MSRCPSP task 49","Source 100_5_20_9_D3.def task 49","39","","MEDIUM","","Q2:3","PROJECT_COMPLETION:0.01282051,Q2_DELIVERY_COMPLETION:0.07692308"
"TASK_50","MSRCPSP task 50","Source 100_5_20_9_D3.def task 50","34","","MEDIUM","","Q6:3","PROJECT_COMPLETION:0.01282051,Q6_DELIVERY_COMPLETION:0.07692308"
"TASK_51","MSRCPSP task 51","Source 100_5_20_9_D3.def task 51","10","","MEDIUM","","Q2:2","PROJECT_COMPLETION:0.01282051,Q2_DELIVERY_COMPLETION:0.07692308"
"TASK_52","MSRCPSP task 52","Source 100_5_20_9_D3.def task 52","39","","MEDIUM","","Q1:3","PROJECT_COMPLETION:0.01282051,Q1_DELIVERY_COMPLETION:0.07692308"
"TASK_53","MSRCPSP task 53","Source 100_5_20_9_D3.def task 53","17","","MEDIUM","","Q6:1","PROJECT_COMPLETION:0.01282051,Q6_DELIVERY_COMPLETION:0.07692308"
"TASK_54","MSRCPSP task 54","Source 100_5_20_9_D3.def task 54","37","","MEDIUM","","Q3:3","PROJECT_COMPLETION:0.01282051,Q3_DELIVERY_COMPLETION:0.0625"
"TASK_55","MSRCPSP task 55","Source 100_5_20_9_D3.def task 55","10","","MEDIUM","","Q1:3","PROJECT_COMPLETION:0.01282051,Q1_DELIVERY_COMPLETION:0.07692308"
"TASK_56","MSRCPSP task 56","Source 100_5_20_9_D3.def task 56","14","","MEDIUM","","Q6:1","PROJECT_COMPLETION:0.01282051,Q6_DELIVERY_COMPLETION:0.07692308"
"TASK_57","MSRCPSP task 57","Source 100_5_20_9_D3.def task 57","20","","MEDIUM","","Q6:1","PROJECT_COMPLETION:0.01282051,Q6_DELIVERY_COMPLETION:0.07692308"
"TASK_58","MSRCPSP task 58","Source 100_5_20_9_D3.def task 58","17","","MEDIUM","","Q4:3","PROJECT_COMPLETION:0.01282051,Q4_DELIVERY_COMPLETION:0.14285714"
"TASK_59","MSRCPSP task 59","Source 100_5_20_9_D3.def task 59","38","","MEDIUM","","Q0:3","PROJECT_COMPLETION:0.01282051,Q0_DELIVERY_COMPLETION:0.14285714"
"TASK_60","MSRCPSP task 60","Source 100_5_20_9_D3.def task 60","29","","MEDIUM","","Q3:3","PROJECT_COMPLETION:0.01282051,Q3_DELIVERY_COMPLETION:0.0625"
"TASK_61","MSRCPSP task 61","Source 100_5_20_9_D3.def task 61","34","","MEDIUM","","Q2:3","PROJECT_COMPLETION:0.01282051,Q2_DELIVERY_COMPLETION:0.07692308"
"TASK_62","MSRCPSP task 62","Source 100_5_20_9_D3.def task 62","40","","MEDIUM","","Q8:3","PROJECT_COMPLETION:0.01282051,Q8_DELIVERY_COMPLETION:0.16666667"
"TASK_63","MSRCPSP task 63","Source 100_5_20_9_D3.def task 63","35","","MEDIUM","","Q2:2","PROJECT_COMPLETION:0.01282051,Q2_DELIVERY_COMPLETION:0.07692308"
"TASK_64","MSRCPSP task 64","Source 100_5_20_9_D3.def task 64","15","","MEDIUM","","Q6:1","PROJECT_COMPLETION:0.01282051,Q6_DELIVERY_COMPLETION:0.07692308"
"TASK_65","MSRCPSP task 65","Source 100_5_20_9_D3.def task 65","38","","MEDIUM","","Q2:3","PROJECT_COMPLETION:0.01282051,Q2_DELIVERY_COMPLETION:0.07692308"
"TASK_66","MSRCPSP task 66","Source 100_5_20_9_D3.def task 66","35","","MEDIUM","","Q3:1","PROJECT_COMPLETION:0.01282051,Q3_DELIVERY_COMPLETION:0.0625"
"TASK_67","MSRCPSP task 67","Source 100_5_20_9_D3.def task 67","24","","MEDIUM","","Q1:2","PROJECT_COMPLETION:0.01282051,Q1_DELIVERY_COMPLETION:0.07692308"
"TASK_68","MSRCPSP task 68","Source 100_5_20_9_D3.def task 68","34","","MEDIUM","","Q1:2","PROJECT_COMPLETION:0.01282051,Q1_DELIVERY_COMPLETION:0.07692308"
"TASK_69","MSRCPSP task 69","Source 100_5_20_9_D3.def task 69","18","","MEDIUM","","Q1:3","PROJECT_COMPLETION:0.01282051,Q1_DELIVERY_COMPLETION:0.07692308"
"TASK_70","MSRCPSP task 70","Source 100_5_20_9_D3.def task 70","40","","MEDIUM","TASK_55","Q8:3","PROJECT_COMPLETION:0.01282051,Q8_DELIVERY_COMPLETION:0.16666667"
"TASK_71","MSRCPSP task 71","Source 100_5_20_9_D3.def task 71","10","","MEDIUM","","Q3:3","PROJECT_COMPLETION:0.01282051,Q3_DELIVERY_COMPLETION:0.0625"
"TASK_72","MSRCPSP task 72","Source 100_5_20_9_D3.def task 72","18","","MEDIUM","","Q3:3","PROJECT_COMPLETION:0.01282051,Q3_DELIVERY_COMPLETION:0.0625"
"TASK_73","MSRCPSP task 73","Source 100_5_20_9_D3.def task 73","28","","MEDIUM","TASK_72","Q2:2","PROJECT_COMPLETION:0.01282051,Q2_DELIVERY_COMPLETION:0.07692308"
"TASK_74","MSRCPSP task 74","Source 100_5_20_9_D3.def task 74","38","","MEDIUM","","Q5:2","PROJECT_COMPLETION:0.01282051,Q5_DELIVERY_COMPLETION:0.5"
"TASK_75","MSRCPSP task 75","Source 100_5_20_9_D3.def task 75","35","","MEDIUM","","Q6:1","PROJECT_COMPLETION:0.01282051,Q6_DELIVERY_COMPLETION:0.07692308"
"TASK_76","MSRCPSP task 76","Source 100_5_20_9_D3.def task 76","22","","MEDIUM","TASK_75","Q4:2","PROJECT_COMPLETION:0.01282051,Q4_DELIVERY_COMPLETION:0.14285714"
"TASK_77","MSRCPSP task 77","Source 100_5_20_9_D3.def task 77","40","","MEDIUM","","Q2:2","PROJECT_COMPLETION:0.01282051,Q2_DELIVERY_COMPLETION:0.07692308"
"TASK_78","MSRCPSP task 78","Source 100_5_20_9_D3.def task 78","14","","MEDIUM","","Q2:2","PROJECT_COMPLETION:0.01282051,Q2_DELIVERY_COMPLETION:0.07692308"
