taskCode,taskName,description,estimatedHours,deadline,priority,dependencies,requiredSkills,kpiImpacts
TASK_17,MSRCPSP task 17,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 17,32,,MEDIUM,,Q4:4,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_18,MSRCPSP task 18,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 18,11,,MEDIUM,TASK_6,Q0:4,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_19,MSRCPSP task 19,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 19,38,,MEDIUM,TASK_17,Q0:2,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_20,MSRCPSP task 20,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 20,19,,MEDIUM,,Q4:2,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_21,MSRCPSP task 21,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 21,17,,MEDIUM,TASK_15,Q1:2,"PROJECT_COMPLETION:0.00500000,Q1_DELIVERY_COMPLETION:0.04545455"
TASK_22,MSRCPSP task 22,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 22,31,,MEDIUM,,Q2:4,"PROJECT_COMPLETION:0.00500000,Q2_DELIVERY_COMPLETION:0.04166667"
TASK_23,MSRCPSP task 23,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 23,31,,MEDIUM,,Q6:4,"PROJECT_COMPLETION:0.00500000,Q6_DELIVERY_COMPLETION:0.04166667"
TASK_24,MSRCPSP task 24,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 24,31,,MEDIUM,,Q0:3,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_25,MSRCPSP task 25,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 25,20,,MEDIUM,,Q3:1,"PROJECT_COMPLETION:0.00500000,Q3_DELIVERY_COMPLETION:0.07692308"
TASK_26,MSRCPSP task 26,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 26,35,,MEDIUM,TASK_18,Q1:1,"PROJECT_COMPLETION:0.00500000,Q1_DELIVERY_COMPLETION:0.04545455"
TASK_27,MSRCPSP task 27,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 27,28,,MEDIUM,,Q2:4,"PROJECT_COMPLETION:0.00500000,Q2_DELIVERY_COMPLETION:0.04166667"
TASK_28,MSRCPSP task 28,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 28,34,,MEDIUM,"TASK_26,TASK_17,TASK_2",Q3:1,"PROJECT_COMPLETION:0.00500000,Q3_DELIVERY_COMPLETION:0.07692308"
TASK_29,MSRCPSP task 29,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 29,14,,MEDIUM,TASK_27,Q0:3,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_30,MSRCPSP task 30,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 30,38,,MEDIUM,,Q5:2,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.05882353"
TASK_31,MSRCPSP task 31,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 31,23,,MEDIUM,TASK_19,Q0:4,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_32,MSRCPSP task 32,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 32,31,,MEDIUM,,Q5:3,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.05882353"
TASK_33,MSRCPSP task 33,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 33,26,,MEDIUM,TASK_20,Q4:2,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_34,MSRCPSP task 34,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 34,17,,MEDIUM,TASK_5,Q2:4,"PROJECT_COMPLETION:0.00500000,Q2_DELIVERY_COMPLETION:0.04166667"
TASK_35,MSRCPSP task 35,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 35,27,,MEDIUM,,Q9:3,"PROJECT_COMPLETION:0.00500000,Q9_DELIVERY_COMPLETION:0.03703704"
TASK_36,MSRCPSP task 36,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 36,31,,MEDIUM,,Q3:1,"PROJECT_COMPLETION:0.00500000,Q3_DELIVERY_COMPLETION:0.07692308"
TASK_37,MSRCPSP task 37,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 37,23,,MEDIUM,"TASK_30,TASK_7,TASK_28",Q6:4,"PROJECT_COMPLETION:0.00500000,Q6_DELIVERY_COMPLETION:0.04166667"
TASK_38,MSRCPSP task 38,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 38,23,,MEDIUM,"TASK_19,TASK_23",Q1:3,"PROJECT_COMPLETION:0.00500000,Q1_DELIVERY_COMPLETION:0.04545455"
TASK_39,MSRCPSP task 39,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 39,27,,MEDIUM,TASK_36,Q3:4,"PROJECT_COMPLETION:0.00500000,Q3_DELIVERY_COMPLETION:0.07692308"
TASK_40,MSRCPSP task 40,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 40,9,,MEDIUM,"TASK_23,TASK_11,TASK_26,TASK_31",Q4:1,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_41,MSRCPSP task 41,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 41,37,,MEDIUM,,Q9:3,"PROJECT_COMPLETION:0.00500000,Q9_DELIVERY_COMPLETION:0.03703704"
TASK_42,MSRCPSP task 42,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 42,11,,MEDIUM,,Q8:2,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_43,MSRCPSP task 43,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 43,13,,MEDIUM,,Q9:2,"PROJECT_COMPLETION:0.00500000,Q9_DELIVERY_COMPLETION:0.03703704"
TASK_44,MSRCPSP task 44,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 44,39,,MEDIUM,,Q6:1,"PROJECT_COMPLETION:0.00500000,Q6_DELIVERY_COMPLETION:0.04166667"
TASK_45,MSRCPSP task 45,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 45,19,,MEDIUM,TASK_43,Q4:4,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_46,MSRCPSP task 46,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 46,34,,MEDIUM,TASK_27,Q9:4,"PROJECT_COMPLETION:0.00500000,Q9_DELIVERY_COMPLETION:0.03703704"
TASK_47,MSRCPSP task 47,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 47,30,,MEDIUM,,Q1:4,"PROJECT_COMPLETION:0.00500000,Q1_DELIVERY_COMPLETION:0.04545455"
TASK_48,MSRCPSP task 48,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 48,29,,MEDIUM,"TASK_15,TASK_13",Q8:1,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_49,MSRCPSP task 49,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 49,30,,MEDIUM,,Q2:2,"PROJECT_COMPLETION:0.00500000,Q2_DELIVERY_COMPLETION:0.04166667"
TASK_50,MSRCPSP task 50,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 50,26,,MEDIUM,TASK_21,Q7:2,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_51,MSRCPSP task 51,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 51,26,,MEDIUM,,Q8:2,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_52,MSRCPSP task 52,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 52,9,,MEDIUM,,Q2:2,"PROJECT_COMPLETION:0.00500000,Q2_DELIVERY_COMPLETION:0.04166667"
TASK_53,MSRCPSP task 53,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 53,10,,MEDIUM,"TASK_7,TASK_26",Q1:1,"PROJECT_COMPLETION:0.00500000,Q1_DELIVERY_COMPLETION:0.04545455"
TASK_54,MSRCPSP task 54,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 54,23,,MEDIUM,"TASK_3,TASK_32,TASK_20,TASK_42",Q8:3,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_55,MSRCPSP task 55,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 55,19,,MEDIUM,TASK_27,Q7:3,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_56,MSRCPSP task 56,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 56,21,,MEDIUM,,Q2:3,"PROJECT_COMPLETION:0.00500000,Q2_DELIVERY_COMPLETION:0.04166667"
TASK_57,MSRCPSP task 57,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 57,10,,MEDIUM,TASK_47,Q1:3,"PROJECT_COMPLETION:0.00500000,Q1_DELIVERY_COMPLETION:0.04545455"
TASK_58,MSRCPSP task 58,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 58,10,,MEDIUM,"TASK_49,TASK_27,TASK_45",Q6:2,"PROJECT_COMPLETION:0.00500000,Q6_DELIVERY_COMPLETION:0.04166667"
TASK_59,MSRCPSP task 59,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 59,35,,MEDIUM,"TASK_33,TASK_57,TASK_8,TASK_9",Q6:2,"PROJECT_COMPLETION:0.00500000,Q6_DELIVERY_COMPLETION:0.04166667"
TASK_60,MSRCPSP task 60,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 60,32,,MEDIUM,TASK_20,Q5:4,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.05882353"
TASK_61,MSRCPSP task 61,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 61,32,,MEDIUM,,Q5:2,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.05882353"
TASK_62,MSRCPSP task 62,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 62,13,,MEDIUM,"TASK_43,TASK_38",Q8:4,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_63,MSRCPSP task 63,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 63,27,,MEDIUM,"TASK_24,TASK_42",Q7:4,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_64,MSRCPSP task 64,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 64,15,,MEDIUM,"TASK_16,TASK_36",Q0:4,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_65,MSRCPSP task 65,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 65,14,,MEDIUM,,Q1:1,"PROJECT_COMPLETION:0.00500000,Q1_DELIVERY_COMPLETION:0.04545455"
TASK_66,MSRCPSP task 66,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 66,11,,MEDIUM,TASK_8,Q4:3,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_67,MSRCPSP task 67,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 67,24,,MEDIUM,,Q6:2,"PROJECT_COMPLETION:0.00500000,Q6_DELIVERY_COMPLETION:0.04166667"
TASK_68,MSRCPSP task 68,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 68,13,,MEDIUM,"TASK_45,TASK_34",Q2:2,"PROJECT_COMPLETION:0.00500000,Q2_DELIVERY_COMPLETION:0.04166667"
TASK_69,MSRCPSP task 69,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 69,40,,MEDIUM,"TASK_38,TASK_54",Q2:3,"PROJECT_COMPLETION:0.00500000,Q2_DELIVERY_COMPLETION:0.04166667"
TASK_70,MSRCPSP task 70,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 70,22,,MEDIUM,"TASK_4,TASK_61",Q7:1,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_71,MSRCPSP task 71,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 71,37,,MEDIUM,TASK_64,Q8:2,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_72,MSRCPSP task 72,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 72,32,,MEDIUM,,Q9:1,"PROJECT_COMPLETION:0.00500000,Q9_DELIVERY_COMPLETION:0.03703704"
TASK_73,MSRCPSP task 73,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 73,34,,MEDIUM,TASK_20,Q5:3,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.05882353"
TASK_74,MSRCPSP task 74,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 74,16,,MEDIUM,TASK_63,Q4:3,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_75,MSRCPSP task 75,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 75,18,,MEDIUM,"TASK_30,TASK_48",Q4:4,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_76,MSRCPSP task 76,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 76,20,,MEDIUM,"TASK_3,TASK_39",Q0:2,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_77,MSRCPSP task 77,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 77,25,,MEDIUM,"TASK_16,TASK_12",Q1:4,"PROJECT_COMPLETION:0.00500000,Q1_DELIVERY_COMPLETION:0.04545455"
TASK_78,MSRCPSP task 78,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 78,38,,MEDIUM,"TASK_63,TASK_54",Q5:3,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.05882353"
TASK_79,MSRCPSP task 79,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 79,11,,MEDIUM,"TASK_73,TASK_54,TASK_25",Q9:3,"PROJECT_COMPLETION:0.00500000,Q9_DELIVERY_COMPLETION:0.03703704"
TASK_80,MSRCPSP task 80,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 80,31,,MEDIUM,"TASK_5,TASK_39",Q9:2,"PROJECT_COMPLETION:0.00500000,Q9_DELIVERY_COMPLETION:0.03703704"
TASK_81,MSRCPSP task 81,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 81,17,,MEDIUM,"TASK_17,TASK_74,TASK_77",Q7:1,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_82,MSRCPSP task 82,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 82,33,,MEDIUM,"TASK_65,TASK_68",Q5:2,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.05882353"
TASK_83,MSRCPSP task 83,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 83,39,,MEDIUM,"TASK_78,TASK_53",Q6:1,"PROJECT_COMPLETION:0.00500000,Q6_DELIVERY_COMPLETION:0.04166667"
TASK_84,MSRCPSP task 84,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 84,26,,MEDIUM,"TASK_24,TASK_17",Q6:1,"PROJECT_COMPLETION:0.00500000,Q6_DELIVERY_COMPLETION:0.04166667"
TASK_85,MSRCPSP task 85,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 85,21,,MEDIUM,"TASK_78,TASK_16,TASK_82",Q4:3,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_86,MSRCPSP task 86,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 86,21,,MEDIUM,,Q4:4,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_87,MSRCPSP task 87,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 87,14,,MEDIUM,TASK_43,Q7:2,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_88,MSRCPSP task 88,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 88,12,,MEDIUM,"TASK_60,TASK_83,TASK_68,TASK_84,TASK_38",Q8:2,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_89,MSRCPSP task 89,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 89,30,,MEDIUM,"TASK_34,TASK_65,TASK_40",Q5:1,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.05882353"
TASK_90,MSRCPSP task 90,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 90,34,,MEDIUM,"TASK_52,TASK_83,TASK_28",Q4:2,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_91,MSRCPSP task 91,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 91,20,,MEDIUM,"TASK_29,TASK_70,TASK_62",Q2:4,"PROJECT_COMPLETION:0.00500000,Q2_DELIVERY_COMPLETION:0.04166667"
TASK_92,MSRCPSP task 92,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 92,33,,MEDIUM,"TASK_45,TASK_4,TASK_53,TASK_28,TASK_26",Q0:2,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_93,MSRCPSP task 93,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 93,36,,MEDIUM,"TASK_24,TASK_31",Q1:4,"PROJECT_COMPLETION:0.00500000,Q1_DELIVERY_COMPLETION:0.04545455"
TASK_94,MSRCPSP task 94,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 94,10,,MEDIUM,TASK_15,Q9:3,"PROJECT_COMPLETION:0.00500000,Q9_DELIVERY_COMPLETION:0.03703704"
TASK_95,MSRCPSP task 95,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 95,24,,MEDIUM,"TASK_56,TASK_37",Q4:2,"PROJECT_COMPLETION:0.00500000,Q4_DELIVERY_COMPLETION:0.04166667"
TASK_96,MSRCPSP task 96,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 96,40,,MEDIUM,"TASK_43,TASK_11",Q2:3,"PROJECT_COMPLETION:0.00500000,Q2_DELIVERY_COMPLETION:0.04166667"
TASK_97,MSRCPSP task 97,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 97,14,,MEDIUM,"TASK_74,TASK_67,TASK_28",Q5:1,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.05882353"
TASK_98,MSRCPSP task 98,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 98,21,,MEDIUM,"TASK_51,TASK_32,TASK_82",Q6:3,"PROJECT_COMPLETION:0.00500000,Q6_DELIVERY_COMPLETION:0.04166667"
TASK_99,MSRCPSP task 99,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 99,34,,MEDIUM,"TASK_87,TASK_33,TASK_38,TASK_47",Q7:2,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_100,MSRCPSP task 100,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 100,16,,MEDIUM,"TASK_60,TASK_9,TASK_2,TASK_24",Q7:4,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_101,MSRCPSP task 101,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 101,9,,MEDIUM,"TASK_62,TASK_49,TASK_44,TASK_35,TASK_2,TASK_77",Q5:3,"PROJECT_COMPLETION:0.00500000,Q5_DELIVERY_COMPLETION:0.05882353"
TASK_102,MSRCPSP task 102,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 102,22,,MEDIUM,"TASK_62,TASK_26",Q0:1,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_103,MSRCPSP task 103,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 103,13,,MEDIUM,"TASK_40,TASK_31,TASK_25",Q7:2,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_104,MSRCPSP task 104,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 104,31,,MEDIUM,"TASK_5,TASK_84,TASK_42,TASK_99",Q1:1,"PROJECT_COMPLETION:0.00500000,Q1_DELIVERY_COMPLETION:0.04545455"
TASK_105,MSRCPSP task 105,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 105,26,,MEDIUM,,Q1:3,"PROJECT_COMPLETION:0.00500000,Q1_DELIVERY_COMPLETION:0.04545455"
TASK_106,MSRCPSP task 106,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 106,36,,MEDIUM,"TASK_36,TASK_33,TASK_72",Q0:1,"PROJECT_COMPLETION:0.00500000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_107,MSRCPSP task 107,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 107,9,,MEDIUM,"TASK_60,TASK_24,TASK_102",Q8:4,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_108,MSRCPSP task 108,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 108,18,,MEDIUM,TASK_3,Q7:2,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_109,MSRCPSP task 109,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 109,28,,MEDIUM,TASK_34,Q7:1,"PROJECT_COMPLETION:0.00500000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_110,MSRCPSP task 110,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 110,16,,MEDIUM,TASK_59,Q8:1,"PROJECT_COMPLETION:0.00500000,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_111,MSRCPSP task 111,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 111,24,,MEDIUM,"TASK_37,TASK_84",Q1:4,"PROJECT_COMPLETION:0.00500000,Q1_DELIVERY_COMPLETION:0.04545455"
TASK_112,MSRCPSP task 112,Source rawdata/MSRCPSP/GenRegular/200_40_512_10_A.def task 112,12,,MEDIUM,"TASK_55,TASK_70,TASK_66,TASK_75,TASK_28",Q9:4,"PROJECT_COMPLETION:0.00500000,Q9_DELIVERY_COMPLETION:0.03703704"
