taskCode,taskName,description,estimatedHours,deadline,priority,dependencies,requiredSkills,kpiImpacts
TASK_18,MSRCPSP task 18,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 18,20,,MEDIUM,TASK_6,Q4:2,"PROJECT_COMPLETION:0.00200000,Q4_DELIVERY_COMPLETION:0.01562500"
TASK_19,MSRCPSP task 19,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 19,39,,MEDIUM,,Q4:3,"PROJECT_COMPLETION:0.00200000,Q4_DELIVERY_COMPLETION:0.01562500"
TASK_20,MSRCPSP task 20,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 20,14,,MEDIUM,TASK_17,Q3:4,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_21,MSRCPSP task 21,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 21,10,,MEDIUM,,Q8:3,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_22,MSRCPSP task 22,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 22,13,,MEDIUM,,Q8:1,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_23,MSRCPSP task 23,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 23,26,,MEDIUM,,Q3:1,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_24,MSRCPSP task 24,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 24,20,,MEDIUM,,Q5:4,"PROJECT_COMPLETION:0.00200000,Q5_DELIVERY_COMPLETION:0.01562500"
TASK_25,MSRCPSP task 25,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 25,27,,MEDIUM,,Q3:3,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_26,MSRCPSP task 26,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 26,38,,MEDIUM,,Q0:2,"PROJECT_COMPLETION:0.00200000,Q0_DELIVERY_COMPLETION:0.03571429"
TASK_27,MSRCPSP task 27,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 27,32,,MEDIUM,,Q8:2,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_28,MSRCPSP task 28,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 28,33,,MEDIUM,,Q2:4,"PROJECT_COMPLETION:0.00200000,Q2_DELIVERY_COMPLETION:0.02702703"
TASK_29,MSRCPSP task 29,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 29,19,,MEDIUM,,Q5:3,"PROJECT_COMPLETION:0.00200000,Q5_DELIVERY_COMPLETION:0.01562500"
TASK_30,MSRCPSP task 30,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 30,33,,MEDIUM,,Q0:2,"PROJECT_COMPLETION:0.00200000,Q0_DELIVERY_COMPLETION:0.03571429"
TASK_31,MSRCPSP task 31,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 31,8,,MEDIUM,,Q6:1,"PROJECT_COMPLETION:0.00200000,Q6_DELIVERY_COMPLETION:0.02631579"
TASK_32,MSRCPSP task 32,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 32,34,,MEDIUM,,Q1:4,"PROJECT_COMPLETION:0.00200000,Q1_DELIVERY_COMPLETION:0.02000000"
TASK_33,MSRCPSP task 33,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 33,38,,MEDIUM,,Q5:1,"PROJECT_COMPLETION:0.00200000,Q5_DELIVERY_COMPLETION:0.01562500"
TASK_34,MSRCPSP task 34,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 34,15,,MEDIUM,,Q4:2,"PROJECT_COMPLETION:0.00200000,Q4_DELIVERY_COMPLETION:0.01562500"
TASK_35,MSRCPSP task 35,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 35,11,,MEDIUM,,Q2:4,"PROJECT_COMPLETION:0.00200000,Q2_DELIVERY_COMPLETION:0.02702703"
TASK_36,MSRCPSP task 36,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 36,33,,MEDIUM,,Q5:1,"PROJECT_COMPLETION:0.00200000,Q5_DELIVERY_COMPLETION:0.01562500"
TASK_37,MSRCPSP task 37,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 37,27,,MEDIUM,,Q7:3,"PROJECT_COMPLETION:0.00200000,Q7_DELIVERY_COMPLETION:0.01923077"
TASK_38,MSRCPSP task 38,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 38,39,,MEDIUM,,Q8:2,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_39,MSRCPSP task 39,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 39,40,,MEDIUM,TASK_33,Q0:1,"PROJECT_COMPLETION:0.00200000,Q0_DELIVERY_COMPLETION:0.03571429"
TASK_40,MSRCPSP task 40,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 40,38,,MEDIUM,,Q5:4,"PROJECT_COMPLETION:0.00200000,Q5_DELIVERY_COMPLETION:0.01562500"
TASK_41,MSRCPSP task 41,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 41,18,,MEDIUM,,Q3:3,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_42,MSRCPSP task 42,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 42,37,,MEDIUM,,Q3:1,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_43,MSRCPSP task 43,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 43,18,,MEDIUM,TASK_26,Q5:4,"PROJECT_COMPLETION:0.00200000,Q5_DELIVERY_COMPLETION:0.01562500"
TASK_44,MSRCPSP task 44,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 44,39,,MEDIUM,TASK_37,Q0:1,"PROJECT_COMPLETION:0.00200000,Q0_DELIVERY_COMPLETION:0.03571429"
TASK_45,MSRCPSP task 45,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 45,20,,MEDIUM,,Q7:3,"PROJECT_COMPLETION:0.00200000,Q7_DELIVERY_COMPLETION:0.01923077"
TASK_46,MSRCPSP task 46,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 46,24,,MEDIUM,,Q6:2,"PROJECT_COMPLETION:0.00200000,Q6_DELIVERY_COMPLETION:0.02631579"
TASK_47,MSRCPSP task 47,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 47,37,,MEDIUM,TASK_1,Q6:1,"PROJECT_COMPLETION:0.00200000,Q6_DELIVERY_COMPLETION:0.02631579"
TASK_48,MSRCPSP task 48,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 48,14,,MEDIUM,,Q8:1,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_49,MSRCPSP task 49,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 49,23,,MEDIUM,TASK_10,Q3:4,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_50,MSRCPSP task 50,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 50,17,,MEDIUM,,Q6:3,"PROJECT_COMPLETION:0.00200000,Q6_DELIVERY_COMPLETION:0.02631579"
TASK_51,MSRCPSP task 51,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 51,32,,MEDIUM,,Q5:4,"PROJECT_COMPLETION:0.00200000,Q5_DELIVERY_COMPLETION:0.01562500"
TASK_52,MSRCPSP task 52,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 52,19,,MEDIUM,,Q9:4,"PROJECT_COMPLETION:0.00200000,Q9_DELIVERY_COMPLETION:0.03225806"
TASK_53,MSRCPSP task 53,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 53,39,,MEDIUM,,Q5:2,"PROJECT_COMPLETION:0.00200000,Q5_DELIVERY_COMPLETION:0.01562500"
TASK_54,MSRCPSP task 54,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 54,34,,MEDIUM,,Q1:1,"PROJECT_COMPLETION:0.00200000,Q1_DELIVERY_COMPLETION:0.02000000"
TASK_55,MSRCPSP task 55,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 55,31,,MEDIUM,,Q8:3,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_56,MSRCPSP task 56,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 56,24,,MEDIUM,,Q1:1,"PROJECT_COMPLETION:0.00200000,Q1_DELIVERY_COMPLETION:0.02000000"
TASK_57,MSRCPSP task 57,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 57,13,,MEDIUM,,Q0:3,"PROJECT_COMPLETION:0.00200000,Q0_DELIVERY_COMPLETION:0.03571429"
TASK_58,MSRCPSP task 58,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 58,15,,MEDIUM,TASK_10,Q2:4,"PROJECT_COMPLETION:0.00200000,Q2_DELIVERY_COMPLETION:0.02702703"
TASK_59,MSRCPSP task 59,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 59,14,,MEDIUM,,Q5:2,"PROJECT_COMPLETION:0.00200000,Q5_DELIVERY_COMPLETION:0.01562500"
TASK_60,MSRCPSP task 60,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 60,26,,MEDIUM,,Q9:1,"PROJECT_COMPLETION:0.00200000,Q9_DELIVERY_COMPLETION:0.03225806"
TASK_61,MSRCPSP task 61,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 61,22,,MEDIUM,,Q7:1,"PROJECT_COMPLETION:0.00200000,Q7_DELIVERY_COMPLETION:0.01923077"
TASK_62,MSRCPSP task 62,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 62,30,,MEDIUM,,Q6:2,"PROJECT_COMPLETION:0.00200000,Q6_DELIVERY_COMPLETION:0.02631579"
TASK_63,MSRCPSP task 63,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 63,18,,MEDIUM,,Q3:4,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_64,MSRCPSP task 64,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 64,12,,MEDIUM,,Q0:3,"PROJECT_COMPLETION:0.00200000,Q0_DELIVERY_COMPLETION:0.03571429"
TASK_65,MSRCPSP task 65,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 65,9,,MEDIUM,,Q6:2,"PROJECT_COMPLETION:0.00200000,Q6_DELIVERY_COMPLETION:0.02631579"
TASK_66,MSRCPSP task 66,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 66,25,,MEDIUM,,Q8:4,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_67,MSRCPSP task 67,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 67,27,,MEDIUM,,Q4:2,"PROJECT_COMPLETION:0.00200000,Q4_DELIVERY_COMPLETION:0.01562500"
TASK_68,MSRCPSP task 68,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 68,15,,MEDIUM,TASK_11,Q7:1,"PROJECT_COMPLETION:0.00200000,Q7_DELIVERY_COMPLETION:0.01923077"
TASK_69,MSRCPSP task 69,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 69,39,,MEDIUM,,Q6:1,"PROJECT_COMPLETION:0.00200000,Q6_DELIVERY_COMPLETION:0.02631579"
TASK_70,MSRCPSP task 70,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 70,28,,MEDIUM,,Q8:3,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_71,MSRCPSP task 71,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 71,18,,MEDIUM,,Q2:3,"PROJECT_COMPLETION:0.00200000,Q2_DELIVERY_COMPLETION:0.02702703"
TASK_72,MSRCPSP task 72,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 72,31,,MEDIUM,,Q8:2,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_73,MSRCPSP task 73,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 73,9,,MEDIUM,"TASK_55,TASK_19",Q8:3,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_74,MSRCPSP task 74,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 74,22,,MEDIUM,,Q8:2,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_75,MSRCPSP task 75,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 75,34,,MEDIUM,TASK_28,Q8:1,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_76,MSRCPSP task 76,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 76,20,,MEDIUM,,Q1:2,"PROJECT_COMPLETION:0.00200000,Q1_DELIVERY_COMPLETION:0.02000000"
TASK_77,MSRCPSP task 77,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 77,29,,MEDIUM,TASK_54,Q7:3,"PROJECT_COMPLETION:0.00200000,Q7_DELIVERY_COMPLETION:0.01923077"
TASK_78,MSRCPSP task 78,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 78,34,,MEDIUM,,Q7:3,"PROJECT_COMPLETION:0.00200000,Q7_DELIVERY_COMPLETION:0.01923077"
TASK_79,MSRCPSP task 79,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 79,15,,MEDIUM,TASK_73,Q5:3,"PROJECT_COMPLETION:0.00200000,Q5_DELIVERY_COMPLETION:0.01562500"
TASK_80,MSRCPSP task 80,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 80,27,,MEDIUM,,Q9:2,"PROJECT_COMPLETION:0.00200000,Q9_DELIVERY_COMPLETION:0.03225806"
TASK_81,MSRCPSP task 81,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 81,13,,MEDIUM,,Q7:3,"PROJECT_COMPLETION:0.00200000,Q7_DELIVERY_COMPLETION:0.01923077"
TASK_82,MSRCPSP task 82,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 82,33,,MEDIUM,,Q7:1,"PROJECT_COMPLETION:0.00200000,Q7_DELIVERY_COMPLETION:0.01923077"
TASK_83,MSRCPSP task 83,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 83,37,,MEDIUM,,Q6:3,"PROJECT_COMPLETION:0.00200000,Q6_DELIVERY_COMPLETION:0.02631579"
TASK_84,MSRCPSP task 84,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 84,11,,MEDIUM,TASK_80,Q1:1,"PROJECT_COMPLETION:0.00200000,Q1_DELIVERY_COMPLETION:0.02000000"
TASK_85,MSRCPSP task 85,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 85,15,,MEDIUM,,Q3:3,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_86,MSRCPSP task 86,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 86,29,,MEDIUM,,Q8:2,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_87,MSRCPSP task 87,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 87,36,,MEDIUM,,Q8:1,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_88,MSRCPSP task 88,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 88,26,,MEDIUM,,Q4:2,"PROJECT_COMPLETION:0.00200000,Q4_DELIVERY_COMPLETION:0.01562500"
TASK_89,MSRCPSP task 89,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 89,29,,MEDIUM,TASK_85,Q3:1,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_90,MSRCPSP task 90,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 90,30,,MEDIUM,,Q5:2,"PROJECT_COMPLETION:0.00200000,Q5_DELIVERY_COMPLETION:0.01562500"
TASK_91,MSRCPSP task 91,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 91,19,,MEDIUM,,Q2:4,"PROJECT_COMPLETION:0.00200000,Q2_DELIVERY_COMPLETION:0.02702703"
TASK_92,MSRCPSP task 92,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 92,22,,MEDIUM,,Q4:4,"PROJECT_COMPLETION:0.00200000,Q4_DELIVERY_COMPLETION:0.01562500"
TASK_93,MSRCPSP task 93,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 93,38,,MEDIUM,,Q0:1,"PROJECT_COMPLETION:0.00200000,Q0_DELIVERY_COMPLETION:0.03571429"
TASK_94,MSRCPSP task 94,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 94,9,,MEDIUM,,Q5:2,"PROJECT_COMPLETION:0.00200000,Q5_DELIVERY_COMPLETION:0.01562500"
TASK_95,MSRCPSP task 95,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 95,11,,MEDIUM,,Q3:4,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_96,MSRCPSP task 96,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 96,19,,MEDIUM,TASK_30,Q4:3,"PROJECT_COMPLETION:0.00200000,Q4_DELIVERY_COMPLETION:0.01562500"
TASK_97,MSRCPSP task 97,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 97,30,,MEDIUM,,Q1:4,"PROJECT_COMPLETION:0.00200000,Q1_DELIVERY_COMPLETION:0.02000000"
TASK_98,MSRCPSP task 98,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 98,37,,MEDIUM,,Q2:4,"PROJECT_COMPLETION:0.00200000,Q2_DELIVERY_COMPLETION:0.02702703"
TASK_99,MSRCPSP task 99,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 99,17,,MEDIUM,"TASK_85,TASK_71",Q4:4,"PROJECT_COMPLETION:0.00200000,Q4_DELIVERY_COMPLETION:0.01562500"
TASK_100,MSRCPSP task 100,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 100,24,,MEDIUM,TASK_30,Q3:3,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_101,MSRCPSP task 101,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 101,12,,MEDIUM,TASK_20,Q2:3,"PROJECT_COMPLETION:0.00200000,Q2_DELIVERY_COMPLETION:0.02702703"
TASK_102,MSRCPSP task 102,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 102,26,,MEDIUM,,Q3:2,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_103,MSRCPSP task 103,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 103,19,,MEDIUM,,Q8:1,"PROJECT_COMPLETION:0.00200000,Q8_DELIVERY_COMPLETION:0.01492537"
TASK_104,MSRCPSP task 104,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 104,28,,MEDIUM,,Q7:3,"PROJECT_COMPLETION:0.00200000,Q7_DELIVERY_COMPLETION:0.01923077"
TASK_105,MSRCPSP task 105,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 105,15,,MEDIUM,TASK_79,Q6:1,"PROJECT_COMPLETION:0.00200000,Q6_DELIVERY_COMPLETION:0.02631579"
TASK_106,MSRCPSP task 106,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 106,30,,MEDIUM,"TASK_2,TASK_48",Q9:4,"PROJECT_COMPLETION:0.00200000,Q9_DELIVERY_COMPLETION:0.03225806"
TASK_107,MSRCPSP task 107,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 107,21,,MEDIUM,,Q6:1,"PROJECT_COMPLETION:0.00200000,Q6_DELIVERY_COMPLETION:0.02631579"
TASK_108,MSRCPSP task 108,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 108,40,,MEDIUM,,Q2:3,"PROJECT_COMPLETION:0.00200000,Q2_DELIVERY_COMPLETION:0.02702703"
TASK_109,MSRCPSP task 109,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 109,12,,MEDIUM,TASK_79,Q1:1,"PROJECT_COMPLETION:0.00200000,Q1_DELIVERY_COMPLETION:0.02000000"
TASK_110,MSRCPSP task 110,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 110,12,,MEDIUM,,Q3:4,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_111,MSRCPSP task 111,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 111,40,,MEDIUM,,Q2:4,"PROJECT_COMPLETION:0.00200000,Q2_DELIVERY_COMPLETION:0.02702703"
TASK_112,MSRCPSP task 112,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 112,31,,MEDIUM,,Q7:1,"PROJECT_COMPLETION:0.00200000,Q7_DELIVERY_COMPLETION:0.01923077"
TASK_113,MSRCPSP task 113,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 113,36,,MEDIUM,,Q3:3,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_114,MSRCPSP task 114,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 114,11,,MEDIUM,,Q2:2,"PROJECT_COMPLETION:0.00200000,Q2_DELIVERY_COMPLETION:0.02702703"
TASK_115,MSRCPSP task 115,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 115,20,,MEDIUM,"TASK_79,TASK_101,TASK_77",Q3:3,"PROJECT_COMPLETION:0.00200000,Q3_DELIVERY_COMPLETION:0.01449275"
TASK_116,MSRCPSP task 116,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 116,15,,MEDIUM,,Q4:1,"PROJECT_COMPLETION:0.00200000,Q4_DELIVERY_COMPLETION:0.01562500"
TASK_117,MSRCPSP task 117,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 117,38,,MEDIUM,,Q5:2,"PROJECT_COMPLETION:0.00200000,Q5_DELIVERY_COMPLETION:0.01562500"
TASK_118,MSRCPSP task 118,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 118,36,,MEDIUM,,Q9:4,"PROJECT_COMPLETION:0.00200000,Q9_DELIVERY_COMPLETION:0.03225806"
TASK_119,MSRCPSP task 119,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 119,40,,MEDIUM,,Q7:3,"PROJECT_COMPLETION:0.00200000,Q7_DELIVERY_COMPLETION:0.01923077"
TASK_120,MSRCPSP task 120,Source rawdata/MSRCPSP/GenBig/500_20_512_10_A.def task 120,28,,MEDIUM,TASK_25,Q9:2,"PROJECT_COMPLETION:0.00200000,Q9_DELIVERY_COMPLETION:0.03225806"
