resourceId,resourceName,resourceType,capacity,skills,currentLoad,availabilityFrom,availabilityTo,availableHours,costPerHour
RES_24,MSRCPSP Resource 24,HUMAN,98,"Q6:2, Q2:3, Q7:3, Q3:1, Q5:2, Q0:1",0,2026-04-01,2026-04-30,98,35.9
RES_25,MSRCPSP Resource 25,HUMAN,98,"Q1:3, Q0:1, Q4:2, Q8:1, Q2:1, Q5:1",0,2026-04-01,2026-04-30,98,16.4
RES_26,MSRCPSP Resource 26,HUMAN,98,"Q7:1, Q4:2, Q6:3, Q3:3, Q2:2, Q1:3",0,2026-04-01,2026-04-30,98,32.0
RES_27,MSRCPSP Resource 27,HUMAN,98,"Q1:2, Q6:3, Q4:3, Q0:2, Q8:1, Q7:3",0,2026-04-01,2026-04-30,98,26.7
RES_28,MSRCPSP Resource 28,HUMAN,98,"Q0:2, Q4:3, Q2:3, Q1:1, Q5:3, Q8:3",0,2026-04-01,2026-04-30,98,27.0
RES_29,MSRCPSP Resource 29,HUMAN,98,"Q6:3, Q0:1, Q5:1, Q2:2, Q1:3, Q4:1",0,2026-04-01,2026-04-30,98,35.0
RES_30,MSRCPSP Resource 30,HUMAN,98,"Q8:2, Q0:1, Q2:2, Q7:3, Q5:2, Q1:3",0,2026-04-01,2026-04-30,98,33.1
RES_31,MSRCPSP Resource 31,HUMAN,98,"Q6:2, Q1:1, Q0:3, Q7:3, Q3:2, Q2:2",0,2026-04-01,2026-04-30,98,14.4
RES_32,MSRCPSP Resource 32,HUMAN,98,"Q4:1, Q2:2, Q5:2, Q8:1, Q7:3, Q1:3",0,2026-04-01,2026-04-30,98,37.2
RES_33,MSRCPSP Resource 33,HUMAN,98,"Q5:1, Q2:2, Q4:2, Q6:3, Q7:3, Q3:2",0,2026-04-01,2026-04-30,98,33.5
RES_34,MSRCPSP Resource 34,HUMAN,98,"Q6:1, Q5:2, Q2:2, Q1:1, Q8:1, Q3:2",0,2026-04-01,2026-04-30,98,26.0
RES_35,MSRCPSP Resource 35,HUMAN,98,"Q8:1, Q7:1, Q3:1, Q4:1, Q1:1, Q5:1",0,2026-04-01,2026-04-30,98,28.4
RES_36,MSRCPSP Resource 36,HUMAN,98,"Q2:1, Q5:1, Q3:1, Q7:1, Q6:3, Q8:3",0,2026-04-01,2026-04-30,98,15.0
RES_37,MSRCPSP Resource 37,HUMAN,98,"Q8:3, Q1:3, Q5:1, Q4:1, Q0:3, Q7:3",0,2026-04-01,2026-04-30,98,24.4
RES_38,MSRCPSP Resource 38,HUMAN,98,"Q3:3, Q8:3, Q6:3, Q1:1, Q7:2, Q4:3",0,2026-04-01,2026-04-30,98,36.3
RES_39,MSRCPSP Resource 39,HUMAN,98,"Q2:3, Q7:2, Q8:3, Q5:1, Q0:3, Q1:1",0,2026-04-01,2026-04-30,98,36.1
RES_40,MSRCPSP Resource 40,HUMAN,98,"Q0:2, Q8:3, Q6:2, Q1:1, Q3:3, Q5:2",0,2026-04-01,2026-04-30,98,32.9
