taskCode,taskName,description,estimatedHours,deadline,priority,dependencies,requiredSkills,kpiImpacts
TASK_16,MSRCPSP task 16,Source 200_40_130_9_D4.def task 16,32,,MEDIUM,TASK_2,Q0:3,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_17,MSRCPSP task 17,Source 200_40_130_9_D4.def task 17,31,,MEDIUM,,Q4:1,"PROJECT_COMPLETION:0.00649351,Q4_DELIVERY_COMPLETION:0.07692308"
TASK_18,MSRCPSP task 18,Source 200_40_130_9_D4.def task 18,36,,MEDIUM,TASK_17,Q7:3,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_19,MSRCPSP task 19,Source 200_40_130_9_D4.def task 19,27,,MEDIUM,,Q0:3,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_20,MSRCPSP task 20,Source 200_40_130_9_D4.def task 20,25,,MEDIUM,TASK_19,Q5:2,"PROJECT_COMPLETION:0.00649351,Q5_DELIVERY_COMPLETION:0.07142857"
TASK_21,MSRCPSP task 21,Source 200_40_130_9_D4.def task 21,14,,MEDIUM,TASK_20,Q6:3,"PROJECT_COMPLETION:0.00649351,Q6_DELIVERY_COMPLETION:0.07142857"
TASK_22,MSRCPSP task 22,Source 200_40_130_9_D4.def task 22,26,,MEDIUM,,Q5:1,"PROJECT_COMPLETION:0.00649351,Q5_DELIVERY_COMPLETION:0.07142857"
TASK_23,MSRCPSP task 23,Source 200_40_130_9_D4.def task 23,34,,MEDIUM,TASK_7,Q3:3,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_24,MSRCPSP task 24,Source 200_40_130_9_D4.def task 24,24,,MEDIUM,TASK_23,Q1:3,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_25,MSRCPSP task 25,Source 200_40_130_9_D4.def task 25,23,,MEDIUM,TASK_24,Q1:3,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_26,MSRCPSP task 26,Source 200_40_130_9_D4.def task 26,19,,MEDIUM,TASK_25,Q7:2,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_27,MSRCPSP task 27,Source 200_40_130_9_D4.def task 27,11,,MEDIUM,TASK_25,Q6:2,"PROJECT_COMPLETION:0.00649351,Q6_DELIVERY_COMPLETION:0.07142857"
TASK_28,MSRCPSP task 28,Source 200_40_130_9_D4.def task 28,32,,MEDIUM,"TASK_27,TASK_25",Q2:3,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_29,MSRCPSP task 29,Source 200_40_130_9_D4.def task 29,40,,MEDIUM,"TASK_28,TASK_26",Q0:2,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_30,MSRCPSP task 30,Source 200_40_130_9_D4.def task 30,24,,MEDIUM,TASK_29,Q2:3,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_31,MSRCPSP task 31,Source 200_40_130_9_D4.def task 31,22,,MEDIUM,TASK_30,Q2:1,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_32,MSRCPSP task 32,Source 200_40_130_9_D4.def task 32,30,,MEDIUM,"TASK_24,TASK_30",Q1:3,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_33,MSRCPSP task 33,Source 200_40_130_9_D4.def task 33,23,,MEDIUM,TASK_30,Q3:1,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_34,MSRCPSP task 34,Source 200_40_130_9_D4.def task 34,30,,MEDIUM,"TASK_33,TASK_30",Q3:3,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_35,MSRCPSP task 35,Source 200_40_130_9_D4.def task 35,39,,MEDIUM,"TASK_34,TASK_30",Q5:2,"PROJECT_COMPLETION:0.00649351,Q5_DELIVERY_COMPLETION:0.07142857"
TASK_36,MSRCPSP task 36,Source 200_40_130_9_D4.def task 36,16,,MEDIUM,"TASK_35,TASK_34,TASK_30",Q1:3,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_37,MSRCPSP task 37,Source 200_40_130_9_D4.def task 37,21,,MEDIUM,"TASK_36,TASK_28",Q1:2,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_38,MSRCPSP task 38,Source 200_40_130_9_D4.def task 38,29,,MEDIUM,"TASK_37,TASK_32,TASK_30",Q7:3,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_39,MSRCPSP task 39,Source 200_40_130_9_D4.def task 39,16,,MEDIUM,,Q5:2,"PROJECT_COMPLETION:0.00649351,Q5_DELIVERY_COMPLETION:0.07142857"
TASK_40,MSRCPSP task 40,Source 200_40_130_9_D4.def task 40,26,,MEDIUM,TASK_39,Q1:3,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_41,MSRCPSP task 41,Source 200_40_130_9_D4.def task 41,37,,MEDIUM,TASK_40,Q6:3,"PROJECT_COMPLETION:0.00649351,Q6_DELIVERY_COMPLETION:0.07142857"
TASK_42,MSRCPSP task 42,Source 200_40_130_9_D4.def task 42,29,,MEDIUM,TASK_41,Q8:2,"PROJECT_COMPLETION:0.00649351,Q8_DELIVERY_COMPLETION:0.07692308"
TASK_43,MSRCPSP task 43,Source 200_40_130_9_D4.def task 43,26,,MEDIUM,"TASK_31,TASK_42",Q8:1,"PROJECT_COMPLETION:0.00649351,Q8_DELIVERY_COMPLETION:0.07692308"
TASK_44,MSRCPSP task 44,Source 200_40_130_9_D4.def task 44,26,,MEDIUM,,Q2:2,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_45,MSRCPSP task 45,Source 200_40_130_9_D4.def task 45,9,,MEDIUM,TASK_44,Q3:3,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_46,MSRCPSP task 46,Source 200_40_130_9_D4.def task 46,13,,MEDIUM,TASK_44,Q5:1,"PROJECT_COMPLETION:0.00649351,Q5_DELIVERY_COMPLETION:0.07142857"
TASK_47,MSRCPSP task 47,Source 200_40_130_9_D4.def task 47,26,,MEDIUM,"TASK_46,TASK_44",Q1:3,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_48,MSRCPSP task 48,Source 200_40_130_9_D4.def task 48,18,,MEDIUM,"TASK_47,TASK_44",Q7:1,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_49,MSRCPSP task 49,Source 200_40_130_9_D4.def task 49,23,,MEDIUM,"TASK_48,TASK_44",Q7:2,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_50,MSRCPSP task 50,Source 200_40_130_9_D4.def task 50,38,,MEDIUM,"TASK_49,TASK_48,TASK_44",Q3:3,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_51,MSRCPSP task 51,Source 200_40_130_9_D4.def task 51,31,,MEDIUM,"TASK_50,TASK_48,TASK_44",Q8:1,"PROJECT_COMPLETION:0.00649351,Q8_DELIVERY_COMPLETION:0.07692308"
TASK_52,MSRCPSP task 52,Source 200_40_130_9_D4.def task 52,38,,MEDIUM,"TASK_51,TASK_38,TASK_48,TASK_44",Q1:1,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_53,MSRCPSP task 53,Source 200_40_130_9_D4.def task 53,9,,MEDIUM,"TASK_48,TASK_44",Q0:2,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_54,MSRCPSP task 54,Source 200_40_130_9_D4.def task 54,36,,MEDIUM,"TASK_53,TASK_48,TASK_44",Q0:3,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_55,MSRCPSP task 55,Source 200_40_130_9_D4.def task 55,37,,MEDIUM,"TASK_54,TASK_44",Q7:3,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_56,MSRCPSP task 56,Source 200_40_130_9_D4.def task 56,30,,MEDIUM,"TASK_55,TASK_54,TASK_44",Q8:2,"PROJECT_COMPLETION:0.00649351,Q8_DELIVERY_COMPLETION:0.07692308"
TASK_57,MSRCPSP task 57,Source 200_40_130_9_D4.def task 57,19,,MEDIUM,"TASK_48,TASK_44",Q3:3,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_58,MSRCPSP task 58,Source 200_40_130_9_D4.def task 58,27,,MEDIUM,"TASK_57,TASK_48,TASK_44",Q7:3,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_59,MSRCPSP task 59,Source 200_40_130_9_D4.def task 59,18,,MEDIUM,"TASK_58,TASK_48,TASK_44",Q8:3,"PROJECT_COMPLETION:0.00649351,Q8_DELIVERY_COMPLETION:0.07692308"
TASK_60,MSRCPSP task 60,Source 200_40_130_9_D4.def task 60,25,,MEDIUM,"TASK_59,TASK_44",Q1:1,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_61,MSRCPSP task 61,Source 200_40_130_9_D4.def task 61,11,,MEDIUM,"TASK_60,TASK_59,TASK_44",Q7:3,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_62,MSRCPSP task 62,Source 200_40_130_9_D4.def task 62,34,,MEDIUM,"TASK_48,TASK_44",Q3:3,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_63,MSRCPSP task 63,Source 200_40_130_9_D4.def task 63,38,,MEDIUM,"TASK_62,TASK_48,TASK_44",Q8:1,"PROJECT_COMPLETION:0.00649351,Q8_DELIVERY_COMPLETION:0.07692308"
TASK_64,MSRCPSP task 64,Source 200_40_130_9_D4.def task 64,34,,MEDIUM,"TASK_52,TASK_63,TASK_48,TASK_44",Q3:2,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_65,MSRCPSP task 65,Source 200_40_130_9_D4.def task 65,20,,MEDIUM,"TASK_53,TASK_48,TASK_44",Q0:1,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_66,MSRCPSP task 66,Source 200_40_130_9_D4.def task 66,34,,MEDIUM,"TASK_65,TASK_48,TASK_44",Q8:2,"PROJECT_COMPLETION:0.00649351,Q8_DELIVERY_COMPLETION:0.07692308"
TASK_67,MSRCPSP task 67,Source 200_40_130_9_D4.def task 67,35,,MEDIUM,"TASK_66,TASK_44",Q0:3,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_68,MSRCPSP task 68,Source 200_40_130_9_D4.def task 68,19,,MEDIUM,"TASK_67,TASK_66,TASK_44",Q1:3,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_69,MSRCPSP task 69,Source 200_40_130_9_D4.def task 69,33,,MEDIUM,"TASK_66,TASK_44",Q5:2,"PROJECT_COMPLETION:0.00649351,Q5_DELIVERY_COMPLETION:0.07142857"
TASK_70,MSRCPSP task 70,Source 200_40_130_9_D4.def task 70,38,,MEDIUM,"TASK_66,TASK_44",Q0:2,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_71,MSRCPSP task 71,Source 200_40_130_9_D4.def task 71,11,,MEDIUM,"TASK_61,TASK_44",Q4:2,"PROJECT_COMPLETION:0.00649351,Q4_DELIVERY_COMPLETION:0.07692308"
TASK_72,MSRCPSP task 72,Source 200_40_130_9_D4.def task 72,40,,MEDIUM,"TASK_71,TASK_61,TASK_44",Q2:3,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_73,MSRCPSP task 73,Source 200_40_130_9_D4.def task 73,27,,MEDIUM,"TASK_61,TASK_44",Q2:2,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_74,MSRCPSP task 74,Source 200_40_130_9_D4.def task 74,11,,MEDIUM,"TASK_73,TASK_60,TASK_61,TASK_44",Q0:3,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_75,MSRCPSP task 75,Source 200_40_130_9_D4.def task 75,40,,MEDIUM,"TASK_61,TASK_44",Q0:1,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_76,MSRCPSP task 76,Source 200_40_130_9_D4.def task 76,30,,MEDIUM,TASK_44,Q1:1,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_77,MSRCPSP task 77,Source 200_40_130_9_D4.def task 77,14,,MEDIUM,TASK_44,Q6:3,"PROJECT_COMPLETION:0.00649351,Q6_DELIVERY_COMPLETION:0.07142857"
TASK_78,MSRCPSP task 78,Source 200_40_130_9_D4.def task 78,27,,MEDIUM,"TASK_76,TASK_61,TASK_44",Q0:3,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_79,MSRCPSP task 79,Source 200_40_130_9_D4.def task 79,22,,MEDIUM,"TASK_78,TASK_61,TASK_44",Q4:3,"PROJECT_COMPLETION:0.00649351,Q4_DELIVERY_COMPLETION:0.07692308"
TASK_80,MSRCPSP task 80,Source 200_40_130_9_D4.def task 80,36,,MEDIUM,"TASK_67,TASK_61,TASK_44",Q1:1,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_81,MSRCPSP task 81,Source 200_40_130_9_D4.def task 81,11,,MEDIUM,"TASK_61,TASK_44",Q8:3,"PROJECT_COMPLETION:0.00649351,Q8_DELIVERY_COMPLETION:0.07692308"
TASK_82,MSRCPSP task 82,Source 200_40_130_9_D4.def task 82,34,,MEDIUM,"TASK_81,TASK_61,TASK_44",Q7:3,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_83,MSRCPSP task 83,Source 200_40_130_9_D4.def task 83,19,,MEDIUM,"TASK_82,TASK_66,TASK_44",Q2:2,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_84,MSRCPSP task 84,Source 200_40_130_9_D4.def task 84,24,,MEDIUM,"TASK_66,TASK_44",Q1:3,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_85,MSRCPSP task 85,Source 200_40_130_9_D4.def task 85,12,,MEDIUM,"TASK_84,TASK_66,TASK_44",Q1:3,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_86,MSRCPSP task 86,Source 200_40_130_9_D4.def task 86,36,,MEDIUM,"TASK_80,TASK_66,TASK_44",Q2:3,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_87,MSRCPSP task 87,Source 200_40_130_9_D4.def task 87,9,,MEDIUM,"TASK_86,TASK_79,TASK_66",Q7:1,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_88,MSRCPSP task 88,Source 200_40_130_9_D4.def task 88,18,,MEDIUM,"TASK_66,TASK_44",Q0:3,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_89,MSRCPSP task 89,Source 200_40_130_9_D4.def task 89,37,,MEDIUM,"TASK_48,TASK_44",Q2:1,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_90,MSRCPSP task 90,Source 200_40_130_9_D4.def task 90,9,,MEDIUM,"TASK_89,TASK_74,TASK_48,TASK_44",Q6:1,"PROJECT_COMPLETION:0.00649351,Q6_DELIVERY_COMPLETION:0.07142857"
TASK_91,MSRCPSP task 91,Source 200_40_130_9_D4.def task 91,36,,MEDIUM,"TASK_77,TASK_48,TASK_44",Q5:3,"PROJECT_COMPLETION:0.00649351,Q5_DELIVERY_COMPLETION:0.07142857"
TASK_92,MSRCPSP task 92,Source 200_40_130_9_D4.def task 92,33,,MEDIUM,"TASK_48,TASK_44",Q0:2,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_93,MSRCPSP task 93,Source 200_40_130_9_D4.def task 93,12,,MEDIUM,TASK_92,Q1:2,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_94,MSRCPSP task 94,Source 200_40_130_9_D4.def task 94,16,,MEDIUM,"TASK_93,TASK_92",Q7:2,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_95,MSRCPSP task 95,Source 200_40_130_9_D4.def task 95,20,,MEDIUM,"TASK_93,TASK_92",Q3:3,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_96,MSRCPSP task 96,Source 200_40_130_9_D4.def task 96,13,,MEDIUM,"TASK_95,TASK_93,TASK_92",Q6:2,"PROJECT_COMPLETION:0.00649351,Q6_DELIVERY_COMPLETION:0.07142857"
TASK_97,MSRCPSP task 97,Source 200_40_130_9_D4.def task 97,34,,MEDIUM,"TASK_85,TASK_91,TASK_96,TASK_93,TASK_92",Q4:2,"PROJECT_COMPLETION:0.00649351,Q4_DELIVERY_COMPLETION:0.07692308"
TASK_98,MSRCPSP task 98,Source 200_40_130_9_D4.def task 98,10,,MEDIUM,"TASK_97,TASK_93,TASK_92",Q1:1,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_99,MSRCPSP task 99,Source 200_40_130_9_D4.def task 99,39,,MEDIUM,"TASK_92,TASK_96,TASK_98",Q2:3,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_100,MSRCPSP task 100,Source 200_40_130_9_D4.def task 100,16,,MEDIUM,"TASK_92,TASK_96,TASK_98",Q2:2,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_101,MSRCPSP task 101,Source 200_40_130_9_D4.def task 101,34,,MEDIUM,"TASK_100,TASK_98,TASK_96,TASK_92",Q6:3,"PROJECT_COMPLETION:0.00649351,Q6_DELIVERY_COMPLETION:0.07142857"
TASK_102,MSRCPSP task 102,Source 200_40_130_9_D4.def task 102,34,,MEDIUM,"TASK_101,TASK_93,TASK_92",Q2:2,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_103,MSRCPSP task 103,Source 200_40_130_9_D4.def task 103,24,,MEDIUM,TASK_92,Q1:2,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_104,MSRCPSP task 104,Source 200_40_130_9_D4.def task 104,37,,MEDIUM,"TASK_94,TASK_92",Q7:3,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_105,MSRCPSP task 105,Source 200_40_130_9_D4.def task 105,14,,MEDIUM,TASK_92,Q0:1,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_106,MSRCPSP task 106,Source 200_40_130_9_D4.def task 106,14,,MEDIUM,"TASK_105,TASK_92",Q2:3,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_107,MSRCPSP task 107,Source 200_40_130_9_D4.def task 107,18,,MEDIUM,TASK_92,Q3:2,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_108,MSRCPSP task 108,Source 200_40_130_9_D4.def task 108,11,,MEDIUM,"TASK_107,TASK_92",Q4:3,"PROJECT_COMPLETION:0.00649351,Q4_DELIVERY_COMPLETION:0.07692308"
TASK_109,MSRCPSP task 109,Source 200_40_130_9_D4.def task 109,38,,MEDIUM,TASK_92,Q3:3,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_110,MSRCPSP task 110,Source 200_40_130_9_D4.def task 110,30,,MEDIUM,"TASK_109,TASK_92",Q3:3,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_111,MSRCPSP task 111,Source 200_40_130_9_D4.def task 111,24,,MEDIUM,"TASK_92,TASK_108,TASK_107",Q6:2,"PROJECT_COMPLETION:0.00649351,Q6_DELIVERY_COMPLETION:0.07142857"
TASK_112,MSRCPSP task 112,Source 200_40_130_9_D4.def task 112,10,,MEDIUM,"TASK_92,TASK_108,TASK_107",Q2:1,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_113,MSRCPSP task 113,Source 200_40_130_9_D4.def task 113,32,,MEDIUM,"TASK_104,TASK_92,TASK_108,TASK_107",Q4:2,"PROJECT_COMPLETION:0.00649351,Q4_DELIVERY_COMPLETION:0.07692308"
TASK_114,MSRCPSP task 114,Source 200_40_130_9_D4.def task 114,17,,MEDIUM,"TASK_113,TASK_92,TASK_108,TASK_107",Q7:2,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_115,MSRCPSP task 115,Source 200_40_130_9_D4.def task 115,13,,MEDIUM,"TASK_92,TASK_108,TASK_107",Q5:3,"PROJECT_COMPLETION:0.00649351,Q5_DELIVERY_COMPLETION:0.07142857"
TASK_116,MSRCPSP task 116,Source 200_40_130_9_D4.def task 116,9,,MEDIUM,"TASK_115,TASK_107,TASK_92",Q5:1,"PROJECT_COMPLETION:0.00649351,Q5_DELIVERY_COMPLETION:0.07142857"
TASK_117,MSRCPSP task 117,Source 200_40_130_9_D4.def task 117,37,,MEDIUM,"TASK_103,TASK_108,TASK_92",Q3:2,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_118,MSRCPSP task 118,Source 200_40_130_9_D4.def task 118,37,,MEDIUM,"TASK_108,TASK_92",Q6:1,"PROJECT_COMPLETION:0.00649351,Q6_DELIVERY_COMPLETION:0.07142857"
TASK_119,MSRCPSP task 119,Source 200_40_130_9_D4.def task 119,40,,MEDIUM,"TASK_92,TASK_108",Q1:3,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_120,MSRCPSP task 120,Source 200_40_130_9_D4.def task 120,16,,MEDIUM,"TASK_92,TASK_108,TASK_119",Q3:3,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_121,MSRCPSP task 121,Source 200_40_130_9_D4.def task 121,37,,MEDIUM,"TASK_120,TASK_118,TASK_92,TASK_108,TASK_119",Q4:2,"PROJECT_COMPLETION:0.00649351,Q4_DELIVERY_COMPLETION:0.07692308"
TASK_122,MSRCPSP task 122,Source 200_40_130_9_D4.def task 122,19,,MEDIUM,"TASK_121,TASK_120,TASK_118,TASK_92,TASK_108,TASK_119",Q3:2,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_123,MSRCPSP task 123,Source 200_40_130_9_D4.def task 123,33,,MEDIUM,"TASK_122,TASK_92,TASK_108,TASK_119",Q3:3,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_124,MSRCPSP task 124,Source 200_40_130_9_D4.def task 124,25,,MEDIUM,"TASK_92,TASK_108,TASK_119",Q2:2,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_125,MSRCPSP task 125,Source 200_40_130_9_D4.def task 125,19,,MEDIUM,"TASK_124,TASK_92,TASK_108,TASK_119",Q3:1,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_126,MSRCPSP task 126,Source 200_40_130_9_D4.def task 126,22,,MEDIUM,"TASK_92,TASK_108,TASK_119",Q1:2,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
