taskCode,taskName,description,estimatedHours,deadline,priority,dependencies,requiredSkills,kpiImpacts
TASK_21,MSRCPSP task 21,Source 100_10_27_9_D2.def task 21,9,,MEDIUM,TASK_11,Q7:2,"PROJECT_COMPLETION:0.01234568,Q7_DELIVERY_COMPLETION:0.07142857"
TASK_22,MSRCPSP task 22,Source 100_10_27_9_D2.def task 22,25,,MEDIUM,TASK_11,Q6:2,"PROJECT_COMPLETION:0.01234568,Q6_DELIVERY_COMPLETION:0.14285714"
TASK_23,MSRCPSP task 23,Source 100_10_27_9_D2.def task 23,40,,MEDIUM,"TASK_22,TASK_11",Q5:2,"PROJECT_COMPLETION:0.01234568,Q5_DELIVERY_COMPLETION:0.16666667"
TASK_24,MSRCPSP task 24,Source 100_10_27_9_D2.def task 24,26,,MEDIUM,"TASK_23,TASK_11",Q2:3,"PROJECT_COMPLETION:0.01234568,Q2_DELIVERY_COMPLETION:0.09090909"
TASK_25,MSRCPSP task 25,Source 100_10_27_9_D2.def task 25,33,,MEDIUM,,Q1:2,"PROJECT_COMPLETION:0.01234568,Q1_DELIVERY_COMPLETION:0.11111111"
TASK_26,MSRCPSP task 26,Source 100_10_27_9_D2.def task 26,11,,MEDIUM,,Q1:1,"PROJECT_COMPLETION:0.01234568,Q1_DELIVERY_COMPLETION:0.11111111"
TASK_27,MSRCPSP task 27,Source 100_10_27_9_D2.def task 27,15,,MEDIUM,,Q0:3,"PROJECT_COMPLETION:0.01234568,Q0_DELIVERY_COMPLETION:0.11111111"
TASK_28,MSRCPSP task 28,Source 100_10_27_9_D2.def task 28,20,,MEDIUM,,Q3:1,"PROJECT_COMPLETION:0.01234568,Q3_DELIVERY_COMPLETION:0.11111111"
TASK_29,MSRCPSP task 29,Source 100_10_27_9_D2.def task 29,19,,MEDIUM,,Q6:2,"PROJECT_COMPLETION:0.01234568,Q6_DELIVERY_COMPLETION:0.14285714"
TASK_30,MSRCPSP task 30,Source 100_10_27_9_D2.def task 30,11,,MEDIUM,"TASK_18,TASK_29",Q4:1,"PROJECT_COMPLETION:0.01234568,Q4_DELIVERY_COMPLETION:0.12500000"
TASK_31,MSRCPSP task 31,Source 100_10_27_9_D2.def task 31,30,,MEDIUM,TASK_30,Q3:1,"PROJECT_COMPLETION:0.01234568,Q3_DELIVERY_COMPLETION:0.11111111"
TASK_32,MSRCPSP task 32,Source 100_10_27_9_D2.def task 32,36,,MEDIUM,,Q3:1,"PROJECT_COMPLETION:0.01234568,Q3_DELIVERY_COMPLETION:0.11111111"
TASK_33,MSRCPSP task 33,Source 100_10_27_9_D2.def task 33,38,,MEDIUM,,Q6:2,"PROJECT_COMPLETION:0.01234568,Q6_DELIVERY_COMPLETION:0.14285714"
TASK_34,MSRCPSP task 34,Source 100_10_27_9_D2.def task 34,34,,MEDIUM,,Q2:1,"PROJECT_COMPLETION:0.01234568,Q2_DELIVERY_COMPLETION:0.09090909"
TASK_35,MSRCPSP task 35,Source 100_10_27_9_D2.def task 35,23,,MEDIUM,,Q3:3,"PROJECT_COMPLETION:0.01234568,Q3_DELIVERY_COMPLETION:0.11111111"
TASK_36,MSRCPSP task 36,Source 100_10_27_9_D2.def task 36,22,,MEDIUM,,Q1:3,"PROJECT_COMPLETION:0.01234568,Q1_DELIVERY_COMPLETION:0.11111111"
TASK_37,MSRCPSP task 37,Source 100_10_27_9_D2.def task 37,30,,MEDIUM,,Q7:2,"PROJECT_COMPLETION:0.01234568,Q7_DELIVERY_COMPLETION:0.07142857"
TASK_38,MSRCPSP task 38,Source 100_10_27_9_D2.def task 38,40,,MEDIUM,,Q7:2,"PROJECT_COMPLETION:0.01234568,Q7_DELIVERY_COMPLETION:0.07142857"
TASK_39,MSRCPSP task 39,Source 100_10_27_9_D2.def task 39,22,,MEDIUM,TASK_38,Q2:1,"PROJECT_COMPLETION:0.01234568,Q2_DELIVERY_COMPLETION:0.09090909"
TASK_40,MSRCPSP task 40,Source 100_10_27_9_D2.def task 40,10,,MEDIUM,,Q8:3,"PROJECT_COMPLETION:0.01234568,Q8_DELIVERY_COMPLETION:0.12500000"
TASK_41,MSRCPSP task 41,Source 100_10_27_9_D2.def task 41,23,,MEDIUM,,Q1:3,"PROJECT_COMPLETION:0.01234568,Q1_DELIVERY_COMPLETION:0.11111111"
TASK_42,MSRCPSP task 42,Source 100_10_27_9_D2.def task 42,34,,MEDIUM,TASK_41,Q3:1,"PROJECT_COMPLETION:0.01234568,Q3_DELIVERY_COMPLETION:0.11111111"
TASK_43,MSRCPSP task 43,Source 100_10_27_9_D2.def task 43,25,,MEDIUM,,Q2:3,"PROJECT_COMPLETION:0.01234568,Q2_DELIVERY_COMPLETION:0.09090909"
TASK_44,MSRCPSP task 44,Source 100_10_27_9_D2.def task 44,25,,MEDIUM,TASK_43,Q5:2,"PROJECT_COMPLETION:0.01234568,Q5_DELIVERY_COMPLETION:0.16666667"
TASK_45,MSRCPSP task 45,Source 100_10_27_9_D2.def task 45,39,,MEDIUM,TASK_33,Q3:1,"PROJECT_COMPLETION:0.01234568,Q3_DELIVERY_COMPLETION:0.11111111"
TASK_46,MSRCPSP task 46,Source 100_10_27_9_D2.def task 46,18,,MEDIUM,TASK_33,Q3:2,"PROJECT_COMPLETION:0.01234568,Q3_DELIVERY_COMPLETION:0.11111111"
TASK_47,MSRCPSP task 47,Source 100_10_27_9_D2.def task 47,23,,MEDIUM,,Q2:3,"PROJECT_COMPLETION:0.01234568,Q2_DELIVERY_COMPLETION:0.09090909"
TASK_48,MSRCPSP task 48,Source 100_10_27_9_D2.def task 48,25,,MEDIUM,,Q2:3,"PROJECT_COMPLETION:0.01234568,Q2_DELIVERY_COMPLETION:0.09090909"
TASK_49,MSRCPSP task 49,Source 100_10_27_9_D2.def task 49,31,,MEDIUM,,Q7:3,"PROJECT_COMPLETION:0.01234568,Q7_DELIVERY_COMPLETION:0.07142857"
TASK_50,MSRCPSP task 50,Source 100_10_27_9_D2.def task 50,16,,MEDIUM,,Q1:3,"PROJECT_COMPLETION:0.01234568,Q1_DELIVERY_COMPLETION:0.11111111"
TASK_51,MSRCPSP task 51,Source 100_10_27_9_D2.def task 51,24,,MEDIUM,TASK_50,Q4:1,"PROJECT_COMPLETION:0.01234568,Q4_DELIVERY_COMPLETION:0.12500000"
TASK_52,MSRCPSP task 52,Source 100_10_27_9_D2.def task 52,22,,MEDIUM,TASK_51,Q4:1,"PROJECT_COMPLETION:0.01234568,Q4_DELIVERY_COMPLETION:0.12500000"
TASK_53,MSRCPSP task 53,Source 100_10_27_9_D2.def task 53,38,,MEDIUM,TASK_51,Q7:2,"PROJECT_COMPLETION:0.01234568,Q7_DELIVERY_COMPLETION:0.07142857"
TASK_54,MSRCPSP task 54,Source 100_10_27_9_D2.def task 54,18,,MEDIUM,TASK_51,Q7:3,"PROJECT_COMPLETION:0.01234568,Q7_DELIVERY_COMPLETION:0.07142857"
TASK_55,MSRCPSP task 55,Source 100_10_27_9_D2.def task 55,36,,MEDIUM,"TASK_46,TASK_51",Q4:2,"PROJECT_COMPLETION:0.01234568,Q4_DELIVERY_COMPLETION:0.12500000"
TASK_56,MSRCPSP task 56,Source 100_10_27_9_D2.def task 56,39,,MEDIUM,TASK_51,Q0:2,"PROJECT_COMPLETION:0.01234568,Q0_DELIVERY_COMPLETION:0.11111111"
TASK_57,MSRCPSP task 57,Source 100_10_27_9_D2.def task 57,25,,MEDIUM,"TASK_56,TASK_51",Q2:2,"PROJECT_COMPLETION:0.01234568,Q2_DELIVERY_COMPLETION:0.09090909"
TASK_58,MSRCPSP task 58,Source 100_10_27_9_D2.def task 58,19,,MEDIUM,"TASK_57,TASK_51",Q2:2,"PROJECT_COMPLETION:0.01234568,Q2_DELIVERY_COMPLETION:0.09090909"
TASK_59,MSRCPSP task 59,Source 100_10_27_9_D2.def task 59,29,,MEDIUM,"TASK_57,TASK_51",Q7:3,"PROJECT_COMPLETION:0.01234568,Q7_DELIVERY_COMPLETION:0.07142857"
TASK_60,MSRCPSP task 60,Source 100_10_27_9_D2.def task 60,15,,MEDIUM,"TASK_57,TASK_51",Q5:1,"PROJECT_COMPLETION:0.01234568,Q5_DELIVERY_COMPLETION:0.16666667"
TASK_61,MSRCPSP task 61,Source 100_10_27_9_D2.def task 61,29,,MEDIUM,,Q7:2,"PROJECT_COMPLETION:0.01234568,Q7_DELIVERY_COMPLETION:0.07142857"
TASK_62,MSRCPSP task 62,Source 100_10_27_9_D2.def task 62,17,,MEDIUM,,Q8:3,"PROJECT_COMPLETION:0.01234568,Q8_DELIVERY_COMPLETION:0.12500000"
TASK_63,MSRCPSP task 63,Source 100_10_27_9_D2.def task 63,10,,MEDIUM,,Q2:1,"PROJECT_COMPLETION:0.01234568,Q2_DELIVERY_COMPLETION:0.09090909"
TASK_64,MSRCPSP task 64,Source 100_10_27_9_D2.def task 64,32,,MEDIUM,,Q7:2,"PROJECT_COMPLETION:0.01234568,Q7_DELIVERY_COMPLETION:0.07142857"
TASK_65,MSRCPSP task 65,Source 100_10_27_9_D2.def task 65,28,,MEDIUM,,Q0:2,"PROJECT_COMPLETION:0.01234568,Q0_DELIVERY_COMPLETION:0.11111111"
TASK_66,MSRCPSP task 66,Source 100_10_27_9_D2.def task 66,30,,MEDIUM,TASK_64,Q1:3,"PROJECT_COMPLETION:0.01234568,Q1_DELIVERY_COMPLETION:0.11111111"
TASK_67,MSRCPSP task 67,Source 100_10_27_9_D2.def task 67,35,,MEDIUM,,Q8:3,"PROJECT_COMPLETION:0.01234568,Q8_DELIVERY_COMPLETION:0.12500000"
TASK_68,MSRCPSP task 68,Source 100_10_27_9_D2.def task 68,18,,MEDIUM,,Q0:2,"PROJECT_COMPLETION:0.01234568,Q0_DELIVERY_COMPLETION:0.11111111"
TASK_69,MSRCPSP task 69,Source 100_10_27_9_D2.def task 69,30,,MEDIUM,,Q8:3,"PROJECT_COMPLETION:0.01234568,Q8_DELIVERY_COMPLETION:0.12500000"
TASK_70,MSRCPSP task 70,Source 100_10_27_9_D2.def task 70,40,,MEDIUM,,Q6:3,"PROJECT_COMPLETION:0.01234568,Q6_DELIVERY_COMPLETION:0.14285714"
TASK_71,MSRCPSP task 71,Source 100_10_27_9_D2.def task 71,14,,MEDIUM,,Q2:3,"PROJECT_COMPLETION:0.01234568,Q2_DELIVERY_COMPLETION:0.09090909"
TASK_72,MSRCPSP task 72,Source 100_10_27_9_D2.def task 72,33,,MEDIUM,"TASK_59,TASK_65,TASK_58",Q5:2,"PROJECT_COMPLETION:0.01234568,Q5_DELIVERY_COMPLETION:0.16666667"
TASK_73,MSRCPSP task 73,Source 100_10_27_9_D2.def task 73,16,,MEDIUM,,Q1:2,"PROJECT_COMPLETION:0.01234568,Q1_DELIVERY_COMPLETION:0.11111111"
TASK_74,MSRCPSP task 74,Source 100_10_27_9_D2.def task 74,32,,MEDIUM,,Q2:3,"PROJECT_COMPLETION:0.01234568,Q2_DELIVERY_COMPLETION:0.09090909"
TASK_75,MSRCPSP task 75,Source 100_10_27_9_D2.def task 75,37,,MEDIUM,,Q5:2,"PROJECT_COMPLETION:0.01234568,Q5_DELIVERY_COMPLETION:0.16666667"
TASK_76,MSRCPSP task 76,Source 100_10_27_9_D2.def task 76,23,,MEDIUM,TASK_75,Q6:3,"PROJECT_COMPLETION:0.01234568,Q6_DELIVERY_COMPLETION:0.14285714"
TASK_77,MSRCPSP task 77,Source 100_10_27_9_D2.def task 77,40,,MEDIUM,,Q5:1,"PROJECT_COMPLETION:0.01234568,Q5_DELIVERY_COMPLETION:0.16666667"
TASK_78,MSRCPSP task 78,Source 100_10_27_9_D2.def task 78,32,,MEDIUM,,Q6:1,"PROJECT_COMPLETION:0.01234568,Q6_DELIVERY_COMPLETION:0.14285714"
TASK_79,MSRCPSP task 79,Source 100_10_27_9_D2.def task 79,17,,MEDIUM,,Q4:1,"PROJECT_COMPLETION:0.01234568,Q4_DELIVERY_COMPLETION:0.12500000"
TASK_80,MSRCPSP task 80,Source 100_10_27_9_D2.def task 80,32,,MEDIUM,TASK_79,Q0:2,"PROJECT_COMPLETION:0.01234568,Q0_DELIVERY_COMPLETION:0.11111111"
TASK_81,MSRCPSP task 81,Source 100_10_27_9_D2.def task 81,10,,MEDIUM,TASK_79,Q7:3,"PROJECT_COMPLETION:0.01234568,Q7_DELIVERY_COMPLETION:0.07142857"
