taskCode,taskName,description,estimatedHours,deadline,priority,dependencies,requiredSkills,kpiImpacts
TASK_20,MSRCPSP task 20,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 20,24,,MEDIUM,"TASK_18,TASK_8,TASK_6,TASK_17",Q3:4,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.07142857"
TASK_21,MSRCPSP task 21,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 21,31,,MEDIUM,TASK_5,Q0:1,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.14285714"
TASK_22,MSRCPSP task 22,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 22,27,,MEDIUM,"TASK_10,TASK_19",Q8:1,"PROJECT_COMPLETION:0.01000000,Q8_DELIVERY_COMPLETION:0.25000000"
TASK_23,MSRCPSP task 23,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 23,20,,MEDIUM,"TASK_18,TASK_6",Q7:4,"PROJECT_COMPLETION:0.01000000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_24,MSRCPSP task 24,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 24,37,,MEDIUM,"TASK_21,TASK_14,TASK_8,TASK_3",Q5:3,"PROJECT_COMPLETION:0.01000000,Q5_DELIVERY_COMPLETION:0.14285714"
TASK_25,MSRCPSP task 25,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 25,16,,MEDIUM,TASK_22,Q0:3,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.14285714"
TASK_26,MSRCPSP task 26,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 26,15,,MEDIUM,"TASK_25,TASK_9",Q3:1,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.07142857"
TASK_27,MSRCPSP task 27,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 27,28,,MEDIUM,"TASK_13,TASK_23",Q3:3,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.07142857"
TASK_28,MSRCPSP task 28,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 28,29,,MEDIUM,TASK_9,Q1:1,"PROJECT_COMPLETION:0.01000000,Q1_DELIVERY_COMPLETION:0.06250000"
TASK_29,MSRCPSP task 29,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 29,19,,MEDIUM,"TASK_24,TASK_2",Q3:1,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.07142857"
TASK_30,MSRCPSP task 30,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 30,24,,MEDIUM,TASK_3,Q2:1,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.11111111"
TASK_31,MSRCPSP task 31,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 31,26,,MEDIUM,"TASK_18,TASK_8,TASK_10,TASK_2,TASK_16,TASK_6,TASK_21",Q6:2,"PROJECT_COMPLETION:0.01000000,Q6_DELIVERY_COMPLETION:0.11111111"
TASK_32,MSRCPSP task 32,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 32,26,,MEDIUM,"TASK_20,TASK_26,TASK_30",Q9:3,"PROJECT_COMPLETION:0.01000000,Q9_DELIVERY_COMPLETION:0.11111111"
TASK_33,MSRCPSP task 33,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 33,10,,MEDIUM,"TASK_17,TASK_6,TASK_25,TASK_16,TASK_9",Q0:4,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.14285714"
TASK_34,MSRCPSP task 34,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 34,40,,MEDIUM,"TASK_1,TASK_3,TASK_30,TASK_31",Q9:3,"PROJECT_COMPLETION:0.01000000,Q9_DELIVERY_COMPLETION:0.11111111"
TASK_35,MSRCPSP task 35,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 35,10,,MEDIUM,"TASK_16,TASK_17,TASK_10",Q4:4,"PROJECT_COMPLETION:0.01000000,Q4_DELIVERY_COMPLETION:0.12500000"
TASK_36,MSRCPSP task 36,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 36,9,,MEDIUM,"TASK_28,TASK_23,TASK_15,TASK_1",Q1:2,"PROJECT_COMPLETION:0.01000000,Q1_DELIVERY_COMPLETION:0.06250000"
TASK_37,MSRCPSP task 37,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 37,31,,MEDIUM,"TASK_12,TASK_26",Q7:3,"PROJECT_COMPLETION:0.01000000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_38,MSRCPSP task 38,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 38,9,,MEDIUM,"TASK_4,TASK_7,TASK_6,TASK_36",Q9:2,"PROJECT_COMPLETION:0.01000000,Q9_DELIVERY_COMPLETION:0.11111111"
TASK_39,MSRCPSP task 39,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 39,38,,MEDIUM,"TASK_14,TASK_32",Q7:3,"PROJECT_COMPLETION:0.01000000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_40,MSRCPSP task 40,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 40,24,,MEDIUM,TASK_14,Q0:2,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.14285714"
TASK_41,MSRCPSP task 41,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 41,14,,MEDIUM,"TASK_20,TASK_22,TASK_9,TASK_19,TASK_37",Q7:3,"PROJECT_COMPLETION:0.01000000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_42,MSRCPSP task 42,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 42,37,,MEDIUM,"TASK_5,TASK_9",Q6:1,"PROJECT_COMPLETION:0.01000000,Q6_DELIVERY_COMPLETION:0.11111111"
TASK_43,MSRCPSP task 43,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 43,36,,MEDIUM,"TASK_32,TASK_6,TASK_9,TASK_38",Q7:3,"PROJECT_COMPLETION:0.01000000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_44,MSRCPSP task 44,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 44,22,,MEDIUM,"TASK_34,TASK_17,TASK_20,TASK_23,TASK_26,TASK_39",Q3:4,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.07142857"
TASK_45,MSRCPSP task 45,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 45,34,,MEDIUM,"TASK_15,TASK_27,TASK_14,TASK_4,TASK_30,TASK_23",Q2:4,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.11111111"
TASK_46,MSRCPSP task 46,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 46,15,,MEDIUM,"TASK_44,TASK_39,TASK_32,TASK_7",Q1:1,"PROJECT_COMPLETION:0.01000000,Q1_DELIVERY_COMPLETION:0.06250000"
TASK_47,MSRCPSP task 47,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 47,17,,MEDIUM,"TASK_33,TASK_44,TASK_42,TASK_20,TASK_27,TASK_46,TASK_1,TASK_38,TASK_36,TASK_16,TASK_43",Q5:3,"PROJECT_COMPLETION:0.01000000,Q5_DELIVERY_COMPLETION:0.14285714"
TASK_48,MSRCPSP task 48,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 48,24,,MEDIUM,"TASK_22,TASK_34,TASK_13,TASK_45,TASK_38,TASK_14,TASK_27,TASK_19",Q9:2,"PROJECT_COMPLETION:0.01000000,Q9_DELIVERY_COMPLETION:0.11111111"
TASK_49,MSRCPSP task 49,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 49,32,,MEDIUM,"TASK_17,TASK_25,TASK_13,TASK_11,TASK_7",Q2:4,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.11111111"
TASK_50,MSRCPSP task 50,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 50,9,,MEDIUM,TASK_19,Q5:3,"PROJECT_COMPLETION:0.01000000,Q5_DELIVERY_COMPLETION:0.14285714"
TASK_51,MSRCPSP task 51,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 51,11,,MEDIUM,"TASK_3,TASK_28,TASK_33,TASK_46",Q4:1,"PROJECT_COMPLETION:0.01000000,Q4_DELIVERY_COMPLETION:0.12500000"
TASK_52,MSRCPSP task 52,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 52,40,,MEDIUM,"TASK_13,TASK_8,TASK_28,TASK_48",Q2:3,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.11111111"
TASK_53,MSRCPSP task 53,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 53,37,,MEDIUM,"TASK_44,TASK_39,TASK_24,TASK_43,TASK_16",Q4:3,"PROJECT_COMPLETION:0.01000000,Q4_DELIVERY_COMPLETION:0.12500000"
TASK_54,MSRCPSP task 54,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 54,13,,MEDIUM,"TASK_19,TASK_28,TASK_37,TASK_22",Q5:1,"PROJECT_COMPLETION:0.01000000,Q5_DELIVERY_COMPLETION:0.14285714"
TASK_55,MSRCPSP task 55,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 55,37,,MEDIUM,"TASK_50,TASK_27,TASK_12,TASK_6",Q3:4,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.07142857"
TASK_56,MSRCPSP task 56,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 56,29,,MEDIUM,"TASK_35,TASK_53,TASK_48,TASK_54,TASK_41",Q7:4,"PROJECT_COMPLETION:0.01000000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_57,MSRCPSP task 57,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 57,39,,MEDIUM,"TASK_19,TASK_32,TASK_9,TASK_1,TASK_46,TASK_18",Q7:1,"PROJECT_COMPLETION:0.01000000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_58,MSRCPSP task 58,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 58,26,,MEDIUM,"TASK_23,TASK_44,TASK_13,TASK_56,TASK_38,TASK_32,TASK_45",Q2:3,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.11111111"
TASK_59,MSRCPSP task 59,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 59,18,,MEDIUM,"TASK_20,TASK_47,TASK_3,TASK_42,TASK_19",Q9:3,"PROJECT_COMPLETION:0.01000000,Q9_DELIVERY_COMPLETION:0.11111111"
TASK_60,MSRCPSP task 60,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 60,11,,MEDIUM,"TASK_45,TASK_48,TASK_52,TASK_21,TASK_46,TASK_56,TASK_12,TASK_49",Q6:1,"PROJECT_COMPLETION:0.01000000,Q6_DELIVERY_COMPLETION:0.11111111"
TASK_61,MSRCPSP task 61,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 61,14,,MEDIUM,"TASK_37,TASK_28,TASK_43",Q1:2,"PROJECT_COMPLETION:0.01000000,Q1_DELIVERY_COMPLETION:0.06250000"
TASK_62,MSRCPSP task 62,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 62,12,,MEDIUM,"TASK_60,TASK_16,TASK_27,TASK_54",Q1:4,"PROJECT_COMPLETION:0.01000000,Q1_DELIVERY_COMPLETION:0.06250000"
TASK_63,MSRCPSP task 63,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 63,28,,MEDIUM,"TASK_45,TASK_39,TASK_38,TASK_55",Q2:1,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.11111111"
TASK_64,MSRCPSP task 64,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 64,22,,MEDIUM,"TASK_60,TASK_62,TASK_49,TASK_1,TASK_33,TASK_6,TASK_45,TASK_52",Q9:3,"PROJECT_COMPLETION:0.01000000,Q9_DELIVERY_COMPLETION:0.11111111"
TASK_65,MSRCPSP task 65,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 65,38,,MEDIUM,"TASK_18,TASK_44,TASK_26,TASK_17,TASK_54,TASK_60",Q7:2,"PROJECT_COMPLETION:0.01000000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_66,MSRCPSP task 66,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 66,10,,MEDIUM,"TASK_40,TASK_58,TASK_53,TASK_26,TASK_54,TASK_19,TASK_57",Q1:2,"PROJECT_COMPLETION:0.01000000,Q1_DELIVERY_COMPLETION:0.06250000"
TASK_67,MSRCPSP task 67,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 67,20,,MEDIUM,"TASK_23,TASK_55,TASK_28,TASK_49,TASK_45,TASK_11,TASK_42,TASK_60,TASK_63,TASK_37",Q5:2,"PROJECT_COMPLETION:0.01000000,Q5_DELIVERY_COMPLETION:0.14285714"
TASK_68,MSRCPSP task 68,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 68,29,,MEDIUM,"TASK_34,TASK_21,TASK_31,TASK_29",Q7:3,"PROJECT_COMPLETION:0.01000000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_69,MSRCPSP task 69,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 69,23,,MEDIUM,"TASK_64,TASK_42,TASK_2,TASK_14,TASK_30",Q5:2,"PROJECT_COMPLETION:0.01000000,Q5_DELIVERY_COMPLETION:0.14285714"
TASK_70,MSRCPSP task 70,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 70,16,,MEDIUM,"TASK_18,TASK_64,TASK_65,TASK_59,TASK_25",Q1:1,"PROJECT_COMPLETION:0.01000000,Q1_DELIVERY_COMPLETION:0.06250000"
TASK_71,MSRCPSP task 71,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 71,19,,MEDIUM,"TASK_53,TASK_56,TASK_45,TASK_68,TASK_60,TASK_1",Q1:1,"PROJECT_COMPLETION:0.01000000,Q1_DELIVERY_COMPLETION:0.06250000"
TASK_72,MSRCPSP task 72,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 72,26,,MEDIUM,"TASK_33,TASK_5,TASK_51,TASK_4,TASK_44,TASK_25",Q8:1,"PROJECT_COMPLETION:0.01000000,Q8_DELIVERY_COMPLETION:0.25000000"
TASK_73,MSRCPSP task 73,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 73,25,,MEDIUM,"TASK_8,TASK_28,TASK_54,TASK_51,TASK_22,TASK_40,TASK_53,TASK_2",Q3:1,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.07142857"
TASK_74,MSRCPSP task 74,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 74,24,,MEDIUM,"TASK_64,TASK_57,TASK_36,TASK_32,TASK_20,TASK_60",Q0:4,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.14285714"
TASK_75,MSRCPSP task 75,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 75,35,,MEDIUM,"TASK_65,TASK_11,TASK_49,TASK_16,TASK_37,TASK_68",Q2:3,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.11111111"
TASK_76,MSRCPSP task 76,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 76,25,,MEDIUM,"TASK_38,TASK_39,TASK_6,TASK_44,TASK_54,TASK_45,TASK_74,TASK_21,TASK_61,TASK_27",Q0:3,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.14285714"
TASK_77,MSRCPSP task 77,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 77,33,,MEDIUM,"TASK_57,TASK_28,TASK_8,TASK_11,TASK_34,TASK_33,TASK_18,TASK_19,TASK_74,TASK_46,TASK_64",Q3:4,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.07142857"
TASK_78,MSRCPSP task 78,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 78,22,,MEDIUM,"TASK_18,TASK_72,TASK_29,TASK_43,TASK_65,TASK_59",Q3:1,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.07142857"
TASK_79,MSRCPSP task 79,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 79,40,,MEDIUM,"TASK_68,TASK_66,TASK_74,TASK_4,TASK_31,TASK_61,TASK_12,TASK_1,TASK_26",Q8:4,"PROJECT_COMPLETION:0.01000000,Q8_DELIVERY_COMPLETION:0.25000000"
TASK_80,MSRCPSP task 80,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 80,39,,MEDIUM,"TASK_11,TASK_78,TASK_9,TASK_12",Q3:2,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.07142857"
TASK_81,MSRCPSP task 81,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 81,30,,MEDIUM,"TASK_76,TASK_58,TASK_21,TASK_71,TASK_72,TASK_70,TASK_25",Q1:3,"PROJECT_COMPLETION:0.01000000,Q1_DELIVERY_COMPLETION:0.06250000"
TASK_82,MSRCPSP task 82,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 82,35,,MEDIUM,"TASK_75,TASK_48,TASK_79,TASK_23,TASK_38,TASK_74",Q1:4,"PROJECT_COMPLETION:0.01000000,Q1_DELIVERY_COMPLETION:0.06250000"
TASK_83,MSRCPSP task 83,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 83,10,,MEDIUM,"TASK_72,TASK_58,TASK_61,TASK_47,TASK_15,TASK_69,TASK_25",Q7:2,"PROJECT_COMPLETION:0.01000000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_84,MSRCPSP task 84,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 84,17,,MEDIUM,"TASK_11,TASK_43,TASK_15,TASK_48,TASK_17,TASK_60",Q3:2,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.07142857"
TASK_85,MSRCPSP task 85,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 85,38,,MEDIUM,"TASK_66,TASK_2,TASK_26,TASK_45,TASK_64,TASK_16,TASK_54,TASK_75,TASK_79",Q6:1,"PROJECT_COMPLETION:0.01000000,Q6_DELIVERY_COMPLETION:0.11111111"
TASK_86,MSRCPSP task 86,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 86,26,,MEDIUM,"TASK_70,TASK_85,TASK_51,TASK_75,TASK_29",Q6:1,"PROJECT_COMPLETION:0.01000000,Q6_DELIVERY_COMPLETION:0.11111111"
TASK_87,MSRCPSP task 87,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 87,14,,MEDIUM,"TASK_43,TASK_5,TASK_56,TASK_26,TASK_34,TASK_41,TASK_30,TASK_60,TASK_64,TASK_24",Q5:4,"PROJECT_COMPLETION:0.01000000,Q5_DELIVERY_COMPLETION:0.14285714"
TASK_88,MSRCPSP task 88,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 88,12,,MEDIUM,"TASK_41,TASK_79,TASK_38,TASK_36,TASK_9,TASK_64,TASK_15,TASK_62,TASK_35,TASK_82,TASK_74,TASK_12",Q3:3,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.07142857"
TASK_89,MSRCPSP task 89,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 89,24,,MEDIUM,"TASK_43,TASK_84,TASK_47,TASK_71",Q9:1,"PROJECT_COMPLETION:0.01000000,Q9_DELIVERY_COMPLETION:0.11111111"
TASK_90,MSRCPSP task 90,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 90,29,,MEDIUM,"TASK_75,TASK_72,TASK_23,TASK_46,TASK_87,TASK_44",Q4:4,"PROJECT_COMPLETION:0.01000000,Q4_DELIVERY_COMPLETION:0.12500000"
TASK_91,MSRCPSP task 91,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 91,23,,MEDIUM,"TASK_28,TASK_32,TASK_48,TASK_77,TASK_64,TASK_37,TASK_85,TASK_19,TASK_49,TASK_27,TASK_59",Q4:2,"PROJECT_COMPLETION:0.01000000,Q4_DELIVERY_COMPLETION:0.12500000"
TASK_92,MSRCPSP task 92,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 92,10,,MEDIUM,"TASK_68,TASK_73,TASK_58,TASK_77,TASK_61,TASK_56,TASK_49,TASK_27,TASK_46,TASK_4,TASK_2,TASK_82,TASK_39,TASK_48,TASK_85",Q0:2,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.14285714"
TASK_93,MSRCPSP task 93,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 93,38,,MEDIUM,"TASK_41,TASK_85,TASK_31,TASK_66,TASK_36,TASK_60,TASK_61,TASK_23,TASK_42",Q3:2,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.07142857"
TASK_94,MSRCPSP task 94,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 94,17,,MEDIUM,"TASK_89,TASK_20,TASK_59,TASK_57,TASK_6,TASK_66,TASK_36,TASK_16,TASK_31",Q7:1,"PROJECT_COMPLETION:0.01000000,Q7_DELIVERY_COMPLETION:0.05882353"
TASK_95,MSRCPSP task 95,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 95,22,,MEDIUM,"TASK_59,TASK_76,TASK_3,TASK_87,TASK_34,TASK_15,TASK_92,TASK_66,TASK_61,TASK_2,TASK_56,TASK_35",Q6:4,"PROJECT_COMPLETION:0.01000000,Q6_DELIVERY_COMPLETION:0.11111111"
TASK_96,MSRCPSP task 96,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 96,22,,MEDIUM,"TASK_32,TASK_50,TASK_73,TASK_67,TASK_56,TASK_4,TASK_9",Q9:2,"PROJECT_COMPLETION:0.01000000,Q9_DELIVERY_COMPLETION:0.11111111"
TASK_97,MSRCPSP task 97,Source rawdata/MSRCPSP/GenRegular/100_20_512_10_A.def task 97,11,,MEDIUM,"TASK_32,TASK_3,TASK_60,TASK_14,TASK_92,TASK_51",Q1:3,"PROJECT_COMPLETION:0.01000000,Q1_DELIVERY_COMPLETION:0.06250000"
