taskCode,taskName,description,estimatedHours,deadline,priority,dependencies,requiredSkills,kpiImpacts
TASK_22,MSRCPSP task 22,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 22,23,,MEDIUM,"TASK_1,TASK_8,TASK_19,TASK_3",Q6:4,"PROJECT_COMPLETION:0.01000000,Q6_DELIVERY_COMPLETION:0.08333333"
TASK_23,MSRCPSP task 23,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 23,9,,MEDIUM,"TASK_10,TASK_14,TASK_9",Q2:1,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_24,MSRCPSP task 24,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 24,22,,MEDIUM,,Q8:2,"PROJECT_COMPLETION:0.01000000,Q8_DELIVERY_COMPLETION:0.20000000"
TASK_25,MSRCPSP task 25,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 25,38,,MEDIUM,TASK_15,Q5:4,"PROJECT_COMPLETION:0.01000000,Q5_DELIVERY_COMPLETION:0.12500000"
TASK_26,MSRCPSP task 26,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 26,21,,MEDIUM,"TASK_24,TASK_20,TASK_15",Q8:3,"PROJECT_COMPLETION:0.01000000,Q8_DELIVERY_COMPLETION:0.20000000"
TASK_27,MSRCPSP task 27,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 27,12,,MEDIUM,"TASK_20,TASK_18",Q3:4,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.08333333"
TASK_28,MSRCPSP task 28,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 28,17,,MEDIUM,"TASK_8,TASK_1,TASK_27,TASK_14",Q4:4,"PROJECT_COMPLETION:0.01000000,Q4_DELIVERY_COMPLETION:0.11111111"
TASK_29,MSRCPSP task 29,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 29,24,,MEDIUM,TASK_16,Q0:4,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_30,MSRCPSP task 30,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 30,26,,MEDIUM,"TASK_3,TASK_21,TASK_14,TASK_28,TASK_23",Q9:2,"PROJECT_COMPLETION:0.01000000,Q9_DELIVERY_COMPLETION:0.09090909"
TASK_31,MSRCPSP task 31,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 31,19,,MEDIUM,"TASK_28,TASK_12,TASK_23,TASK_21,TASK_19,TASK_9,TASK_14,TASK_24",Q6:4,"PROJECT_COMPLETION:0.01000000,Q6_DELIVERY_COMPLETION:0.08333333"
TASK_32,MSRCPSP task 32,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 32,12,,MEDIUM,TASK_24,Q5:3,"PROJECT_COMPLETION:0.01000000,Q5_DELIVERY_COMPLETION:0.12500000"
TASK_33,MSRCPSP task 33,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 33,28,,MEDIUM,"TASK_3,TASK_31,TASK_25,TASK_2,TASK_26,TASK_28",Q3:3,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.08333333"
TASK_34,MSRCPSP task 34,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 34,32,,MEDIUM,"TASK_16,TASK_29,TASK_22,TASK_31,TASK_6",Q7:2,"PROJECT_COMPLETION:0.01000000,Q7_DELIVERY_COMPLETION:0.33333333"
TASK_35,MSRCPSP task 35,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 35,22,,MEDIUM,"TASK_19,TASK_2",Q8:2,"PROJECT_COMPLETION:0.01000000,Q8_DELIVERY_COMPLETION:0.20000000"
TASK_36,MSRCPSP task 36,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 36,13,,MEDIUM,TASK_9,Q0:1,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_37,MSRCPSP task 37,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 37,30,,MEDIUM,"TASK_34,TASK_20,TASK_22",Q1:1,"PROJECT_COMPLETION:0.01000000,Q1_DELIVERY_COMPLETION:0.25000000"
TASK_38,MSRCPSP task 38,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 38,35,,MEDIUM,"TASK_8,TASK_31,TASK_11,TASK_23,TASK_33",Q0:4,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_39,MSRCPSP task 39,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 39,32,,MEDIUM,TASK_38,Q0:3,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_40,MSRCPSP task 40,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 40,14,,MEDIUM,"TASK_26,TASK_1,TASK_29,TASK_18",Q9:2,"PROJECT_COMPLETION:0.01000000,Q9_DELIVERY_COMPLETION:0.09090909"
TASK_41,MSRCPSP task 41,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 41,40,,MEDIUM,"TASK_28,TASK_11,TASK_5,TASK_34,TASK_21",Q4:2,"PROJECT_COMPLETION:0.01000000,Q4_DELIVERY_COMPLETION:0.11111111"
TASK_42,MSRCPSP task 42,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 42,39,,MEDIUM,"TASK_21,TASK_10",Q5:3,"PROJECT_COMPLETION:0.01000000,Q5_DELIVERY_COMPLETION:0.12500000"
TASK_43,MSRCPSP task 43,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 43,24,,MEDIUM,"TASK_16,TASK_17,TASK_22",Q3:4,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.08333333"
TASK_44,MSRCPSP task 44,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 44,14,,MEDIUM,"TASK_10,TASK_41,TASK_17,TASK_2",Q0:1,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_45,MSRCPSP task 45,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 45,32,,MEDIUM,"TASK_38,TASK_17,TASK_25",Q2:1,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_46,MSRCPSP task 46,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 46,25,,MEDIUM,"TASK_28,TASK_9,TASK_40,TASK_33,TASK_45",Q2:1,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_47,MSRCPSP task 47,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 47,10,,MEDIUM,"TASK_30,TASK_42,TASK_17,TASK_23",Q2:4,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_48,MSRCPSP task 48,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 48,30,,MEDIUM,"TASK_41,TASK_9,TASK_23,TASK_6,TASK_10",Q3:4,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.08333333"
TASK_49,MSRCPSP task 49,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 49,23,,MEDIUM,"TASK_27,TASK_20,TASK_8,TASK_21,TASK_4",Q5:3,"PROJECT_COMPLETION:0.01000000,Q5_DELIVERY_COMPLETION:0.12500000"
TASK_50,MSRCPSP task 50,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 50,27,,MEDIUM,"TASK_16,TASK_20,TASK_47,TASK_37,TASK_39",Q6:2,"PROJECT_COMPLETION:0.01000000,Q6_DELIVERY_COMPLETION:0.08333333"
TASK_51,MSRCPSP task 51,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 51,28,,MEDIUM,"TASK_28,TASK_26,TASK_6,TASK_13,TASK_33",Q0:3,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_52,MSRCPSP task 52,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 52,38,,MEDIUM,"TASK_39,TASK_4,TASK_37,TASK_15,TASK_38,TASK_46,TASK_9",Q1:1,"PROJECT_COMPLETION:0.01000000,Q1_DELIVERY_COMPLETION:0.25000000"
TASK_53,MSRCPSP task 53,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 53,40,,MEDIUM,"TASK_24,TASK_39,TASK_49,TASK_6,TASK_36",Q4:2,"PROJECT_COMPLETION:0.01000000,Q4_DELIVERY_COMPLETION:0.11111111"
TASK_54,MSRCPSP task 54,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 54,33,,MEDIUM,"TASK_29,TASK_37,TASK_10,TASK_30,TASK_5,TASK_20,TASK_3",Q3:3,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.08333333"
TASK_55,MSRCPSP task 55,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 55,15,,MEDIUM,"TASK_54,TASK_14,TASK_23,TASK_17,TASK_7,TASK_6,TASK_53,TASK_5",Q3:3,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.08333333"
TASK_56,MSRCPSP task 56,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 56,9,,MEDIUM,"TASK_1,TASK_46,TASK_19,TASK_33",Q0:3,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_57,MSRCPSP task 57,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 57,16,,MEDIUM,"TASK_8,TASK_25,TASK_55,TASK_19",Q2:1,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_58,MSRCPSP task 58,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 58,26,,MEDIUM,,Q0:1,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_59,MSRCPSP task 59,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 59,32,,MEDIUM,"TASK_15,TASK_7,TASK_32,TASK_8,TASK_55,TASK_53,TASK_31",Q9:3,"PROJECT_COMPLETION:0.01000000,Q9_DELIVERY_COMPLETION:0.09090909"
TASK_60,MSRCPSP task 60,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 60,27,,MEDIUM,"TASK_54,TASK_16",Q2:3,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_61,MSRCPSP task 61,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 61,28,,MEDIUM,"TASK_36,TASK_4,TASK_37,TASK_35,TASK_23,TASK_29,TASK_48,TASK_1,TASK_20,TASK_6,TASK_43,TASK_7,TASK_25",Q0:3,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_62,MSRCPSP task 62,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 62,38,,MEDIUM,"TASK_37,TASK_8,TASK_25",Q9:1,"PROJECT_COMPLETION:0.01000000,Q9_DELIVERY_COMPLETION:0.09090909"
TASK_63,MSRCPSP task 63,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 63,27,,MEDIUM,"TASK_26,TASK_16,TASK_37,TASK_8,TASK_19,TASK_40,TASK_55",Q1:3,"PROJECT_COMPLETION:0.01000000,Q1_DELIVERY_COMPLETION:0.25000000"
TASK_64,MSRCPSP task 64,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 64,33,,MEDIUM,"TASK_3,TASK_63,TASK_34,TASK_53,TASK_13,TASK_44,TASK_8,TASK_41",Q2:4,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_65,MSRCPSP task 65,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 65,15,,MEDIUM,"TASK_21,TASK_40,TASK_19,TASK_59,TASK_31,TASK_52,TASK_8,TASK_46,TASK_10,TASK_5",Q7:3,"PROJECT_COMPLETION:0.01000000,Q7_DELIVERY_COMPLETION:0.33333333"
TASK_66,MSRCPSP task 66,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 66,32,,MEDIUM,"TASK_44,TASK_33,TASK_27,TASK_34",Q6:1,"PROJECT_COMPLETION:0.01000000,Q6_DELIVERY_COMPLETION:0.08333333"
TASK_67,MSRCPSP task 67,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 67,34,,MEDIUM,"TASK_2,TASK_46,TASK_64,TASK_24,TASK_39,TASK_66",Q2:4,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_68,MSRCPSP task 68,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 68,15,,MEDIUM,"TASK_57,TASK_6,TASK_27,TASK_13,TASK_63,TASK_58,TASK_33",Q6:1,"PROJECT_COMPLETION:0.01000000,Q6_DELIVERY_COMPLETION:0.08333333"
TASK_69,MSRCPSP task 69,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 69,25,,MEDIUM,"TASK_2,TASK_38,TASK_9,TASK_23",Q0:3,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_70,MSRCPSP task 70,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 70,22,,MEDIUM,"TASK_36,TASK_7,TASK_52,TASK_31,TASK_53,TASK_59,TASK_50,TASK_66",Q2:3,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_71,MSRCPSP task 71,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 71,23,,MEDIUM,"TASK_62,TASK_14,TASK_11,TASK_34,TASK_26,TASK_1,TASK_38",Q8:2,"PROJECT_COMPLETION:0.01000000,Q8_DELIVERY_COMPLETION:0.20000000"
TASK_72,MSRCPSP task 72,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 72,37,,MEDIUM,"TASK_27,TASK_7,TASK_20,TASK_18,TASK_71,TASK_38,TASK_57,TASK_6,TASK_34",Q4:3,"PROJECT_COMPLETION:0.01000000,Q4_DELIVERY_COMPLETION:0.11111111"
TASK_73,MSRCPSP task 73,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 73,24,,MEDIUM,"TASK_51,TASK_35,TASK_39,TASK_68,TASK_58,TASK_16,TASK_22,TASK_48,TASK_32",Q4:4,"PROJECT_COMPLETION:0.01000000,Q4_DELIVERY_COMPLETION:0.11111111"
TASK_74,MSRCPSP task 74,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 74,26,,MEDIUM,"TASK_18,TASK_69,TASK_71,TASK_37,TASK_57",Q6:2,"PROJECT_COMPLETION:0.01000000,Q6_DELIVERY_COMPLETION:0.08333333"
TASK_75,MSRCPSP task 75,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 75,23,,MEDIUM,"TASK_68,TASK_29,TASK_65,TASK_48,TASK_10,TASK_71,TASK_16,TASK_20",Q0:3,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_76,MSRCPSP task 76,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 76,39,,MEDIUM,"TASK_19,TASK_12,TASK_5,TASK_63,TASK_8,TASK_36,TASK_34,TASK_14,TASK_33,TASK_55",Q2:4,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_77,MSRCPSP task 77,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 77,36,,MEDIUM,"TASK_47,TASK_59,TASK_21,TASK_44,TASK_57,TASK_8,TASK_31",Q3:3,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.08333333"
TASK_78,MSRCPSP task 78,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 78,15,,MEDIUM,"TASK_21,TASK_52,TASK_27,TASK_30,TASK_24,TASK_35,TASK_46,TASK_57,TASK_58,TASK_23,TASK_29,TASK_51",Q0:1,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_79,MSRCPSP task 79,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 79,39,,MEDIUM,"TASK_28,TASK_75,TASK_59,TASK_69,TASK_13,TASK_58,TASK_67",Q5:4,"PROJECT_COMPLETION:0.01000000,Q5_DELIVERY_COMPLETION:0.12500000"
TASK_80,MSRCPSP task 80,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 80,35,,MEDIUM,"TASK_67,TASK_8,TASK_74,TASK_15,TASK_52",Q3:3,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.08333333"
TASK_81,MSRCPSP task 81,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 81,34,,MEDIUM,"TASK_35,TASK_57,TASK_10,TASK_19",Q3:1,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.08333333"
TASK_82,MSRCPSP task 82,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 82,25,,MEDIUM,"TASK_13,TASK_30,TASK_31,TASK_48,TASK_67",Q2:3,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_83,MSRCPSP task 83,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 83,9,,MEDIUM,"TASK_48,TASK_16,TASK_40,TASK_11,TASK_19,TASK_65",Q4:2,"PROJECT_COMPLETION:0.01000000,Q4_DELIVERY_COMPLETION:0.11111111"
TASK_84,MSRCPSP task 84,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 84,28,,MEDIUM,"TASK_19,TASK_55,TASK_35,TASK_40",Q6:4,"PROJECT_COMPLETION:0.01000000,Q6_DELIVERY_COMPLETION:0.08333333"
TASK_85,MSRCPSP task 85,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 85,31,,MEDIUM,"TASK_33,TASK_43,TASK_59,TASK_58,TASK_73",Q0:3,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_86,MSRCPSP task 86,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 86,31,,MEDIUM,"TASK_23,TASK_83,TASK_36,TASK_67,TASK_45,TASK_25,TASK_6",Q3:4,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.08333333"
TASK_87,MSRCPSP task 87,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 87,13,,MEDIUM,"TASK_73,TASK_49,TASK_47,TASK_86,TASK_19,TASK_30,TASK_55,TASK_8,TASK_75,TASK_17",Q4:2,"PROJECT_COMPLETION:0.01000000,Q4_DELIVERY_COMPLETION:0.11111111"
TASK_88,MSRCPSP task 88,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 88,33,,MEDIUM,"TASK_43,TASK_84,TASK_65,TASK_55,TASK_45,TASK_71,TASK_31,TASK_37,TASK_10,TASK_17",Q7:3,"PROJECT_COMPLETION:0.01000000,Q7_DELIVERY_COMPLETION:0.33333333"
TASK_89,MSRCPSP task 89,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 89,25,,MEDIUM,"TASK_59,TASK_56,TASK_55,TASK_73,TASK_82,TASK_18,TASK_86,TASK_69,TASK_81,TASK_66,TASK_84,TASK_5",Q0:4,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_90,MSRCPSP task 90,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 90,14,,MEDIUM,"TASK_22,TASK_67,TASK_10,TASK_6,TASK_15,TASK_44,TASK_62,TASK_13",Q9:3,"PROJECT_COMPLETION:0.01000000,Q9_DELIVERY_COMPLETION:0.09090909"
TASK_91,MSRCPSP task 91,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 91,13,,MEDIUM,"TASK_77,TASK_17,TASK_38,TASK_79,TASK_7,TASK_26,TASK_6,TASK_34,TASK_11",Q8:3,"PROJECT_COMPLETION:0.01000000,Q8_DELIVERY_COMPLETION:0.20000000"
TASK_92,MSRCPSP task 92,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 92,16,,MEDIUM,"TASK_80,TASK_40,TASK_69,TASK_87,TASK_4,TASK_67,TASK_2,TASK_47,TASK_15,TASK_38",Q4:3,"PROJECT_COMPLETION:0.01000000,Q4_DELIVERY_COMPLETION:0.11111111"
TASK_93,MSRCPSP task 93,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 93,40,,MEDIUM,"TASK_53,TASK_67,TASK_62,TASK_42,TASK_22,TASK_12,TASK_1,TASK_83,TASK_60,TASK_54",Q3:4,"PROJECT_COMPLETION:0.01000000,Q3_DELIVERY_COMPLETION:0.08333333"
TASK_94,MSRCPSP task 94,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 94,31,,MEDIUM,"TASK_10,TASK_29,TASK_38,TASK_8,TASK_69,TASK_73,TASK_1,TASK_77,TASK_93,TASK_63,TASK_64",Q6:4,"PROJECT_COMPLETION:0.01000000,Q6_DELIVERY_COMPLETION:0.08333333"
TASK_95,MSRCPSP task 95,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 95,20,,MEDIUM,"TASK_20,TASK_3,TASK_89,TASK_92,TASK_38,TASK_51,TASK_9,TASK_60,TASK_88",Q2:1,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_96,MSRCPSP task 96,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 96,29,,MEDIUM,"TASK_16,TASK_9,TASK_79,TASK_49,TASK_88,TASK_39,TASK_70,TASK_12,TASK_14,TASK_20",Q0:3,"PROJECT_COMPLETION:0.01000000,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_97,MSRCPSP task 97,Source rawdata/MSRCPSP/GenRegular/100_10_512_10_A.def task 97,16,,MEDIUM,"TASK_57,TASK_12,TASK_90,TASK_8,TASK_92,TASK_55,TASK_52,TASK_30,TASK_73,TASK_51",Q2:1,"PROJECT_COMPLETION:0.01000000,Q2_DELIVERY_COMPLETION:0.05263158"
