taskCode,taskName,description,estimatedHours,deadline,priority,dependencies,requiredSkills,kpiImpacts
TASK_28,MSRCPSP task 28,Source 200_10_135_9_D6.def task 28,39,,MEDIUM,,Q1:1,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_29,MSRCPSP task 29,Source 200_10_135_9_D6.def task 29,31,,MEDIUM,"TASK_18,TASK_14,TASK_28",Q7:1,"PROJECT_COMPLETION:0.00621118,Q7_DELIVERY_COMPLETION:0.04545455"
TASK_30,MSRCPSP task 30,Source 200_10_135_9_D6.def task 30,19,,MEDIUM,"TASK_17,TASK_14,TASK_28",Q2:3,"PROJECT_COMPLETION:0.00621118,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_31,MSRCPSP task 31,Source 200_10_135_9_D6.def task 31,21,,MEDIUM,"TASK_30,TASK_27,TASK_28,TASK_14",Q4:2,"PROJECT_COMPLETION:0.00621118,Q4_DELIVERY_COMPLETION:0.06666667"
TASK_32,MSRCPSP task 32,Source 200_10_135_9_D6.def task 32,27,,MEDIUM,"TASK_31,TASK_30,TASK_27,TASK_28,TASK_14",Q3:3,"PROJECT_COMPLETION:0.00621118,Q3_DELIVERY_COMPLETION:0.07692308"
TASK_33,MSRCPSP task 33,Source 200_10_135_9_D6.def task 33,24,,MEDIUM,"TASK_32,TASK_28",Q7:1,"PROJECT_COMPLETION:0.00621118,Q7_DELIVERY_COMPLETION:0.04545455"
TASK_34,MSRCPSP task 34,Source 200_10_135_9_D6.def task 34,20,,MEDIUM,TASK_28,Q5:1,"PROJECT_COMPLETION:0.00621118,Q5_DELIVERY_COMPLETION:0.05000000"
TASK_35,MSRCPSP task 35,Source 200_10_135_9_D6.def task 35,11,,MEDIUM,"TASK_34,TASK_22,TASK_28",Q4:2,"PROJECT_COMPLETION:0.00621118,Q4_DELIVERY_COMPLETION:0.06666667"
TASK_36,MSRCPSP task 36,Source 200_10_135_9_D6.def task 36,22,,MEDIUM,"TASK_22,TASK_28",Q6:1,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_37,MSRCPSP task 37,Source 200_10_135_9_D6.def task 37,23,,MEDIUM,"TASK_36,TASK_22,TASK_28",Q2:1,"PROJECT_COMPLETION:0.00621118,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_38,MSRCPSP task 38,Source 200_10_135_9_D6.def task 38,19,,MEDIUM,"TASK_33,TASK_28",Q0:2,"PROJECT_COMPLETION:0.00621118,Q0_DELIVERY_COMPLETION:0.06666667"
TASK_39,MSRCPSP task 39,Source 200_10_135_9_D6.def task 39,24,,MEDIUM,"TASK_27,TASK_33,TASK_28",Q3:2,"PROJECT_COMPLETION:0.00621118,Q3_DELIVERY_COMPLETION:0.07692308"
TASK_40,MSRCPSP task 40,Source 200_10_135_9_D6.def task 40,35,,MEDIUM,TASK_28,Q3:2,"PROJECT_COMPLETION:0.00621118,Q3_DELIVERY_COMPLETION:0.07692308"
TASK_41,MSRCPSP task 41,Source 200_10_135_9_D6.def task 41,21,,MEDIUM,TASK_28,Q4:1,"PROJECT_COMPLETION:0.00621118,Q4_DELIVERY_COMPLETION:0.06666667"
TASK_42,MSRCPSP task 42,Source 200_10_135_9_D6.def task 42,29,,MEDIUM,"TASK_41,TASK_28",Q5:3,"PROJECT_COMPLETION:0.00621118,Q5_DELIVERY_COMPLETION:0.05000000"
TASK_43,MSRCPSP task 43,Source 200_10_135_9_D6.def task 43,12,,MEDIUM,"TASK_35,TASK_28,TASK_41",Q7:3,"PROJECT_COMPLETION:0.00621118,Q7_DELIVERY_COMPLETION:0.04545455"
TASK_44,MSRCPSP task 44,Source 200_10_135_9_D6.def task 44,15,,MEDIUM,"TASK_43,TASK_28,TASK_41",Q1:2,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_45,MSRCPSP task 45,Source 200_10_135_9_D6.def task 45,35,,MEDIUM,"TASK_28,TASK_41",Q8:1,"PROJECT_COMPLETION:0.00621118,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_46,MSRCPSP task 46,Source 200_10_135_9_D6.def task 46,23,,MEDIUM,"TASK_43,TASK_42,TASK_41",Q3:2,"PROJECT_COMPLETION:0.00621118,Q3_DELIVERY_COMPLETION:0.07692308"
TASK_47,MSRCPSP task 47,Source 200_10_135_9_D6.def task 47,18,,MEDIUM,"TASK_46,TASK_45,TASK_28,TASK_41",Q4:2,"PROJECT_COMPLETION:0.00621118,Q4_DELIVERY_COMPLETION:0.06666667"
TASK_48,MSRCPSP task 48,Source 200_10_135_9_D6.def task 48,21,,MEDIUM,"TASK_46,TASK_45,TASK_28,TASK_41",Q3:3,"PROJECT_COMPLETION:0.00621118,Q3_DELIVERY_COMPLETION:0.07692308"
TASK_49,MSRCPSP task 49,Source 200_10_135_9_D6.def task 49,17,,MEDIUM,"TASK_48,TASK_28",Q1:2,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_50,MSRCPSP task 50,Source 200_10_135_9_D6.def task 50,10,,MEDIUM,"TASK_49,TASK_38",Q7:3,"PROJECT_COMPLETION:0.00621118,Q7_DELIVERY_COMPLETION:0.04545455"
TASK_51,MSRCPSP task 51,Source 200_10_135_9_D6.def task 51,27,,MEDIUM,"TASK_50,TASK_49,TASK_38",Q5:3,"PROJECT_COMPLETION:0.00621118,Q5_DELIVERY_COMPLETION:0.05000000"
TASK_52,MSRCPSP task 52,Source 200_10_135_9_D6.def task 52,19,,MEDIUM,TASK_51,Q1:3,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_53,MSRCPSP task 53,Source 200_10_135_9_D6.def task 53,14,,MEDIUM,TASK_52,Q6:2,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_54,MSRCPSP task 54,Source 200_10_135_9_D6.def task 54,26,,MEDIUM,TASK_53,Q6:1,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_55,MSRCPSP task 55,Source 200_10_135_9_D6.def task 55,21,,MEDIUM,TASK_53,Q7:3,"PROJECT_COMPLETION:0.00621118,Q7_DELIVERY_COMPLETION:0.04545455"
TASK_56,MSRCPSP task 56,Source 200_10_135_9_D6.def task 56,10,,MEDIUM,"TASK_55,TASK_53",Q1:3,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_57,MSRCPSP task 57,Source 200_10_135_9_D6.def task 57,20,,MEDIUM,"TASK_56,TASK_54,TASK_53",Q2:1,"PROJECT_COMPLETION:0.00621118,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_58,MSRCPSP task 58,Source 200_10_135_9_D6.def task 58,24,,MEDIUM,"TASK_57,TASK_53",Q0:2,"PROJECT_COMPLETION:0.00621118,Q0_DELIVERY_COMPLETION:0.06666667"
TASK_59,MSRCPSP task 59,Source 200_10_135_9_D6.def task 59,27,,MEDIUM,TASK_53,Q7:2,"PROJECT_COMPLETION:0.00621118,Q7_DELIVERY_COMPLETION:0.04545455"
TASK_60,MSRCPSP task 60,Source 200_10_135_9_D6.def task 60,24,,MEDIUM,"TASK_59,TASK_53",Q8:3,"PROJECT_COMPLETION:0.00621118,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_61,MSRCPSP task 61,Source 200_10_135_9_D6.def task 61,25,,MEDIUM,TASK_53,Q0:2,"PROJECT_COMPLETION:0.00621118,Q0_DELIVERY_COMPLETION:0.06666667"
TASK_62,MSRCPSP task 62,Source 200_10_135_9_D6.def task 62,13,,MEDIUM,TASK_53,Q1:3,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_63,MSRCPSP task 63,Source 200_10_135_9_D6.def task 63,28,,MEDIUM,"TASK_54,TASK_53",Q6:1,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_64,MSRCPSP task 64,Source 200_10_135_9_D6.def task 64,9,,MEDIUM,"TASK_63,TASK_53",Q2:1,"PROJECT_COMPLETION:0.00621118,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_65,MSRCPSP task 65,Source 200_10_135_9_D6.def task 65,39,,MEDIUM,"TASK_61,TASK_64",Q0:3,"PROJECT_COMPLETION:0.00621118,Q0_DELIVERY_COMPLETION:0.06666667"
TASK_66,MSRCPSP task 66,Source 200_10_135_9_D6.def task 66,20,,MEDIUM,TASK_64,Q1:2,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_67,MSRCPSP task 67,Source 200_10_135_9_D6.def task 67,19,,MEDIUM,,Q0:1,"PROJECT_COMPLETION:0.00621118,Q0_DELIVERY_COMPLETION:0.06666667"
TASK_68,MSRCPSP task 68,Source 200_10_135_9_D6.def task 68,22,,MEDIUM,,Q7:3,"PROJECT_COMPLETION:0.00621118,Q7_DELIVERY_COMPLETION:0.04545455"
TASK_69,MSRCPSP task 69,Source 200_10_135_9_D6.def task 69,40,,MEDIUM,,Q5:3,"PROJECT_COMPLETION:0.00621118,Q5_DELIVERY_COMPLETION:0.05000000"
TASK_70,MSRCPSP task 70,Source 200_10_135_9_D6.def task 70,23,,MEDIUM,"TASK_69,TASK_66",Q5:1,"PROJECT_COMPLETION:0.00621118,Q5_DELIVERY_COMPLETION:0.05000000"
TASK_71,MSRCPSP task 71,Source 200_10_135_9_D6.def task 71,28,,MEDIUM,TASK_70,Q2:3,"PROJECT_COMPLETION:0.00621118,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_72,MSRCPSP task 72,Source 200_10_135_9_D6.def task 72,39,,MEDIUM,,Q4:1,"PROJECT_COMPLETION:0.00621118,Q4_DELIVERY_COMPLETION:0.06666667"
TASK_73,MSRCPSP task 73,Source 200_10_135_9_D6.def task 73,24,,MEDIUM,,Q7:1,"PROJECT_COMPLETION:0.00621118,Q7_DELIVERY_COMPLETION:0.04545455"
TASK_74,MSRCPSP task 74,Source 200_10_135_9_D6.def task 74,33,,MEDIUM,,Q1:3,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_75,MSRCPSP task 75,Source 200_10_135_9_D6.def task 75,38,,MEDIUM,,Q5:2,"PROJECT_COMPLETION:0.00621118,Q5_DELIVERY_COMPLETION:0.05000000"
TASK_76,MSRCPSP task 76,Source 200_10_135_9_D6.def task 76,28,,MEDIUM,,Q0:2,"PROJECT_COMPLETION:0.00621118,Q0_DELIVERY_COMPLETION:0.06666667"
TASK_77,MSRCPSP task 77,Source 200_10_135_9_D6.def task 77,19,,MEDIUM,,Q5:3,"PROJECT_COMPLETION:0.00621118,Q5_DELIVERY_COMPLETION:0.05000000"
TASK_78,MSRCPSP task 78,Source 200_10_135_9_D6.def task 78,19,,MEDIUM,"TASK_76,TASK_77",Q6:2,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_79,MSRCPSP task 79,Source 200_10_135_9_D6.def task 79,21,,MEDIUM,,Q1:1,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_80,MSRCPSP task 80,Source 200_10_135_9_D6.def task 80,31,,MEDIUM,TASK_79,Q0:1,"PROJECT_COMPLETION:0.00621118,Q0_DELIVERY_COMPLETION:0.06666667"
TASK_81,MSRCPSP task 81,Source 200_10_135_9_D6.def task 81,14,,MEDIUM,TASK_80,Q2:2,"PROJECT_COMPLETION:0.00621118,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_82,MSRCPSP task 82,Source 200_10_135_9_D6.def task 82,19,,MEDIUM,TASK_74,Q8:1,"PROJECT_COMPLETION:0.00621118,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_83,MSRCPSP task 83,Source 200_10_135_9_D6.def task 83,36,,MEDIUM,TASK_82,Q4:2,"PROJECT_COMPLETION:0.00621118,Q4_DELIVERY_COMPLETION:0.06666667"
TASK_84,MSRCPSP task 84,Source 200_10_135_9_D6.def task 84,24,,MEDIUM,,Q6:1,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_85,MSRCPSP task 85,Source 200_10_135_9_D6.def task 85,33,,MEDIUM,TASK_84,Q2:1,"PROJECT_COMPLETION:0.00621118,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_86,MSRCPSP task 86,Source 200_10_135_9_D6.def task 86,33,,MEDIUM,TASK_85,Q2:2,"PROJECT_COMPLETION:0.00621118,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_87,MSRCPSP task 87,Source 200_10_135_9_D6.def task 87,34,,MEDIUM,,Q1:1,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_88,MSRCPSP task 88,Source 200_10_135_9_D6.def task 88,17,,MEDIUM,TASK_87,Q3:2,"PROJECT_COMPLETION:0.00621118,Q3_DELIVERY_COMPLETION:0.07692308"
TASK_89,MSRCPSP task 89,Source 200_10_135_9_D6.def task 89,27,,MEDIUM,,Q8:3,"PROJECT_COMPLETION:0.00621118,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_90,MSRCPSP task 90,Source 200_10_135_9_D6.def task 90,23,,MEDIUM,,Q6:3,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_91,MSRCPSP task 91,Source 200_10_135_9_D6.def task 91,27,,MEDIUM,,Q4:1,"PROJECT_COMPLETION:0.00621118,Q4_DELIVERY_COMPLETION:0.06666667"
TASK_92,MSRCPSP task 92,Source 200_10_135_9_D6.def task 92,12,,MEDIUM,,Q4:2,"PROJECT_COMPLETION:0.00621118,Q4_DELIVERY_COMPLETION:0.06666667"
TASK_93,MSRCPSP task 93,Source 200_10_135_9_D6.def task 93,33,,MEDIUM,TASK_92,Q4:2,"PROJECT_COMPLETION:0.00621118,Q4_DELIVERY_COMPLETION:0.06666667"
TASK_94,MSRCPSP task 94,Source 200_10_135_9_D6.def task 94,32,,MEDIUM,TASK_76,Q8:2,"PROJECT_COMPLETION:0.00621118,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_95,MSRCPSP task 95,Source 200_10_135_9_D6.def task 95,38,,MEDIUM,"TASK_94,TASK_76",Q1:3,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_96,MSRCPSP task 96,Source 200_10_135_9_D6.def task 96,22,,MEDIUM,"TASK_87,TASK_95,TASK_76",Q8:3,"PROJECT_COMPLETION:0.00621118,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_97,MSRCPSP task 97,Source 200_10_135_9_D6.def task 97,15,,MEDIUM,TASK_76,Q2:1,"PROJECT_COMPLETION:0.00621118,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_98,MSRCPSP task 98,Source 200_10_135_9_D6.def task 98,14,,MEDIUM,"TASK_97,TASK_76",Q0:1,"PROJECT_COMPLETION:0.00621118,Q0_DELIVERY_COMPLETION:0.06666667"
TASK_99,MSRCPSP task 99,Source 200_10_135_9_D6.def task 99,13,,MEDIUM,TASK_98,Q1:2,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_100,MSRCPSP task 100,Source 200_10_135_9_D6.def task 100,25,,MEDIUM,TASK_99,Q8:2,"PROJECT_COMPLETION:0.00621118,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_101,MSRCPSP task 101,Source 200_10_135_9_D6.def task 101,34,,MEDIUM,"TASK_100,TASK_99",Q1:1,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_102,MSRCPSP task 102,Source 200_10_135_9_D6.def task 102,34,,MEDIUM,"TASK_89,TASK_88,TASK_99",Q6:2,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_103,MSRCPSP task 103,Source 200_10_135_9_D6.def task 103,20,,MEDIUM,"TASK_102,TASK_99",Q8:2,"PROJECT_COMPLETION:0.00621118,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_104,MSRCPSP task 104,Source 200_10_135_9_D6.def task 104,17,,MEDIUM,"TASK_103,TASK_99",Q8:2,"PROJECT_COMPLETION:0.00621118,Q8_DELIVERY_COMPLETION:0.06666667"
TASK_105,MSRCPSP task 105,Source 200_10_135_9_D6.def task 105,25,,MEDIUM,TASK_99,Q0:2,"PROJECT_COMPLETION:0.00621118,Q0_DELIVERY_COMPLETION:0.06666667"
TASK_106,MSRCPSP task 106,Source 200_10_135_9_D6.def task 106,15,,MEDIUM,TASK_105,Q2:1,"PROJECT_COMPLETION:0.00621118,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_107,MSRCPSP task 107,Source 200_10_135_9_D6.def task 107,28,,MEDIUM,TASK_106,Q6:1,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_108,MSRCPSP task 108,Source 200_10_135_9_D6.def task 108,22,,MEDIUM,,Q6:3,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_109,MSRCPSP task 109,Source 200_10_135_9_D6.def task 109,28,,MEDIUM,"TASK_108,TASK_95",Q6:3,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_110,MSRCPSP task 110,Source 200_10_135_9_D6.def task 110,12,,MEDIUM,TASK_100,Q6:2,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_111,MSRCPSP task 111,Source 200_10_135_9_D6.def task 111,14,,MEDIUM,"TASK_110,TASK_104",Q7:1,"PROJECT_COMPLETION:0.00621118,Q7_DELIVERY_COMPLETION:0.04545455"
TASK_112,MSRCPSP task 112,Source 200_10_135_9_D6.def task 112,22,,MEDIUM,"TASK_111,TASK_110,TASK_104",Q5:1,"PROJECT_COMPLETION:0.00621118,Q5_DELIVERY_COMPLETION:0.05000000"
TASK_113,MSRCPSP task 113,Source 200_10_135_9_D6.def task 113,30,,MEDIUM,"TASK_110,TASK_104",Q3:3,"PROJECT_COMPLETION:0.00621118,Q3_DELIVERY_COMPLETION:0.07692308"
TASK_114,MSRCPSP task 114,Source 200_10_135_9_D6.def task 114,27,,MEDIUM,"TASK_113,TASK_110,TASK_104",Q1:3,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_115,MSRCPSP task 115,Source 200_10_135_9_D6.def task 115,35,,MEDIUM,"TASK_114,TASK_110,TASK_104,TASK_113",Q5:3,"PROJECT_COMPLETION:0.00621118,Q5_DELIVERY_COMPLETION:0.05000000"
TASK_116,MSRCPSP task 116,Source 200_10_135_9_D6.def task 116,25,,MEDIUM,"TASK_114,TASK_110,TASK_104,TASK_113",Q1:3,"PROJECT_COMPLETION:0.00621118,Q1_DELIVERY_COMPLETION:0.04761905"
TASK_117,MSRCPSP task 117,Source 200_10_135_9_D6.def task 117,38,,MEDIUM,,Q6:3,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_118,MSRCPSP task 118,Source 200_10_135_9_D6.def task 118,26,,MEDIUM,"TASK_107,TASK_103",Q4:1,"PROJECT_COMPLETION:0.00621118,Q4_DELIVERY_COMPLETION:0.06666667"
TASK_119,MSRCPSP task 119,Source 200_10_135_9_D6.def task 119,19,,MEDIUM,TASK_118,Q0:1,"PROJECT_COMPLETION:0.00621118,Q0_DELIVERY_COMPLETION:0.06666667"
TASK_120,MSRCPSP task 120,Source 200_10_135_9_D6.def task 120,36,,MEDIUM,TASK_119,Q6:1,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_121,MSRCPSP task 121,Source 200_10_135_9_D6.def task 121,22,,MEDIUM,TASK_120,Q7:2,"PROJECT_COMPLETION:0.00621118,Q7_DELIVERY_COMPLETION:0.04545455"
TASK_122,MSRCPSP task 122,Source 200_10_135_9_D6.def task 122,32,,MEDIUM,TASK_120,Q2:1,"PROJECT_COMPLETION:0.00621118,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_123,MSRCPSP task 123,Source 200_10_135_9_D6.def task 123,27,,MEDIUM,TASK_120,Q6:2,"PROJECT_COMPLETION:0.00621118,Q6_DELIVERY_COMPLETION:0.04761905"
TASK_124,MSRCPSP task 124,Source 200_10_135_9_D6.def task 124,38,,MEDIUM,"TASK_123,TASK_120",Q5:2,"PROJECT_COMPLETION:0.00621118,Q5_DELIVERY_COMPLETION:0.05000000"
TASK_125,MSRCPSP task 125,Source 200_10_135_9_D6.def task 125,18,,MEDIUM,"TASK_124,TASK_120",Q7:1,"PROJECT_COMPLETION:0.00621118,Q7_DELIVERY_COMPLETION:0.04545455"
TASK_126,MSRCPSP task 126,Source 200_10_135_9_D6.def task 126,17,,MEDIUM,TASK_125,Q3:2,"PROJECT_COMPLETION:0.00621118,Q3_DELIVERY_COMPLETION:0.07692308"
TASK_127,MSRCPSP task 127,Source 200_10_135_9_D6.def task 127,31,,MEDIUM,TASK_126,Q5:3,"PROJECT_COMPLETION:0.00621118,Q5_DELIVERY_COMPLETION:0.05000000"
TASK_128,MSRCPSP task 128,Source 200_10_135_9_D6.def task 128,25,,MEDIUM,,Q2:2,"PROJECT_COMPLETION:0.00621118,Q2_DELIVERY_COMPLETION:0.05263158"
TASK_129,MSRCPSP task 129,Source 200_10_135_9_D6.def task 129,33,,MEDIUM,"TASK_120,TASK_128,TASK_121",Q5:3,"PROJECT_COMPLETION:0.00621118,Q5_DELIVERY_COMPLETION:0.05000000"
TASK_130,MSRCPSP task 130,Source 200_10_135_9_D6.def task 130,29,,MEDIUM,"TASK_127,TASK_128,TASK_121",Q7:3,"PROJECT_COMPLETION:0.00621118,Q7_DELIVERY_COMPLETION:0.04545455"
TASK_131,MSRCPSP task 131,Source 200_10_135_9_D6.def task 131,17,,MEDIUM,"TASK_130,TASK_128,TASK_121",Q7:3,"PROJECT_COMPLETION:0.00621118,Q7_DELIVERY_COMPLETION:0.04545455"
